N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 2.734869200E-02 2.793290000E-02 2.823870100E-02 2.829227300E-02 2.809676400E-02 2.763065400E-02 2.684853100E-02 2.568595200E-02 2.407251000E-02 2.195905600E-02 1.936324600E-02 1.642617400E-02 1.344915200E-02 1.085134300E-02 9.007314000E-03 8.033328000E-03 7.722120000E-03 7.726667000E-03 7.795536000E-03
1.600000000E+01 -2.456950900E-02 -2.564657300E-02 -2.607651300E-02 -2.584434000E-02 -2.490191100E-02 -2.316402300E-02 -2.052260600E-02 -1.688631600E-02 -1.225045000E-02 -6.785581000E-03 -8.956170000E-04 4.831593000E-03 9.818102000E-03 1.373371800E-02 1.659184700E-02 1.863555200E-02 2.014557200E-02 2.132404900E-02 2.228139300E-02
1.700000000E+01 6.704890500E-02 7.668447200E-02 8.223959100E-02 8.568887900E-02 8.695071000E-02 8.663204300E-02 8.443190400E-02 8.088741000E-02 7.662647700E-02 7.226232400E-02 6.827810400E-02 6.496123000E-02 6.241187900E-02 6.060098900E-02 5.943672800E-02 5.875702000E-02 5.856310100E-02 5.864306100E-02 5.910842400E-02
1.549996187E+01 -1.356524870E-01 -1.372529550E-01 -1.385769040E-01 -1.398192890E-01 -1.411553220E-01 -1.427580070E-01 -1.448091690E-01 -1.474992500E-01 -1.510079160E-01 -1.554565430E-01 -1.608311390E-01 -1.668994730E-01 -1.712597220E-01 -1.374773600E-01 -1.104292480E-01 -9.007170300E-02 -7.471663300E-02 -6.264086200E-02 -5.276940100E-02
1.649996187E+01 5.344426500E-02 5.655006400E-02 5.875639700E-02 6.016185000E-02 6.084984900E-02 6.087933200E-02 6.029483100E-02 5.914911600E-02 5.753163400E-02 5.559063500E-02 5.353014200E-02 5.157267700E-02 4.990113600E-02 4.861409500E-02 4.772000500E-02 4.716701500E-02 4.688406100E-02 4.680928600E-02 4.689845000E-02
1.674996808E+01 6.428160200E-02 7.035849500E-02 7.480821800E-02 7.763020800E-02 7.890398700E-02 7.874046300E-02 7.728710300E-02 7.476520100E-02 7.150128700E-02 6.791193800E-02 6.442775100E-02 6.139029700E-02 5.898267900E-02 5.723111300E-02 5.606093500E-02 5.536284500E-02 5.503639100E-02 5.499544100E-02 5.511179500E-02
1.624993176E+01 2.903714600E-02 2.979997100E-02 3.039423100E-02 3.089030200E-02 3.134343600E-02 3.179766100E-02 3.228586900E-02 3.282525400E-02 3.340865800E-02 3.399730800E-02 3.452537200E-02 3.492556700E-02 3.516852900E-02 3.528473000E-02 3.534504700E-02 3.541682100E-02 3.553519600E-02 3.570551700E-02 3.591982600E-02
1.574996808E+01 -1.480754450E-01 -1.505853210E-01 -1.514117580E-01 -1.505700830E-01 -1.479383760E-01 -1.432533910E-01 -1.361381540E-01 -1.261860380E-01 -1.131355650E-01 -9.714427800E-02 -7.907603300E-02 -6.056167600E-02 -4.356858900E-02 -2.958234500E-02 -1.901693100E-02 -1.134794100E-02 -5.711258000E-03 -1.395103000E-03 2.037651000E-03
1.524993176E+01 9.240294000E-03 9.395391000E-03 9.448442000E-03 9.408170000E-03 9.272651000E-03 9.030095000E-03 8.660849000E-03 8.141735000E-03 7.454678000E-03 6.601149000E-03 5.620542000E-03 -1.100945800E-02 -3.306603100E-02 -5.568501800E-02 -7.626368000E-02 -9.269019500E-02 -1.042395920E-01 -1.114905820E-01 -1.155132650E-01
