Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.170738079E+00 1.192178625E+00 -2.144054600E-02 1.169915682E+00 1.189750684E+00 -1.983500200E-02 8.223970000E-04 2.427941000E-03
1.500000000E+01 1.016672606E+01 1.171033964E+00 1.192199691E+00 -2.116572700E-02 1.170470074E+00 1.190497651E+00 -2.002757700E-02 5.638900000E-04 1.702040000E-03
1.500000000E+01 1.033324570E+01 1.171461818E+00 1.192230528E+00 -2.076871000E-02 1.171075449E+00 1.191046094E+00 -1.997064500E-02 3.863690000E-04 1.184434000E-03
1.500000000E+01 1.049996187E+01 1.172076287E+00 1.192275631E+00 -2.019934400E-02 1.171811528E+00 1.191455524E+00 -1.964399600E-02 2.647590000E-04 8.201070000E-04
1.500000000E+01 1.066670514E+01 1.172950150E+00 1.192341529E+00 -1.939137900E-02 1.172768513E+00 1.191775402E+00 -1.900688900E-02 1.816370000E-04 5.661270000E-04
1.500000000E+01 1.083333839E+01 1.174175469E+00 1.192437615E+00 -1.826214600E-02 1.174050562E+00 1.192047316E+00 -1.799675400E-02 1.249070000E-04 3.902990000E-04
1.500000000E+01 1.100000000E+01 1.175859641E+00 1.192577324E+00 -1.671768300E-02 1.175773382E+00 1.192308147E+00 -1.653476500E-02 8.625900000E-05 2.691770000E-04
1.500000000E+01 1.116672606E+01 1.178111096E+00 1.192802337E+00 -1.469124100E-02 1.178051108E+00 1.192615590E+00 -1.456448200E-02 5.998800000E-05 1.867470000E-04
1.500000000E+01 1.133324570E+01 1.181009675E+00 1.193095343E+00 -1.208566800E-02 1.180967506E+00 1.192965672E+00 -1.199816600E-02 4.216900000E-05 1.296710000E-04
1.500000000E+01 1.149996187E+01 1.184562462E+00 1.193512715E+00 -8.950253000E-03 1.184532325E+00 1.193422146E+00 -8.889821000E-03 3.013700000E-05 9.056900000E-05
1.500000000E+01 1.166670514E+01 1.188661375E+00 1.194099037E+00 -5.437662000E-03 1.188639361E+00 1.194035194E+00 -5.395833000E-03 2.201400000E-05 6.384300000E-05
1.500000000E+01 1.183333839E+01 1.193078764E+00 1.194913904E+00 -1.835140000E-03 1.193062232E+00 1.194868307E+00 -1.806075000E-03 1.653200000E-05 4.559700000E-05
1.500000000E+01 1.200000000E+01 1.197533648E+00 1.196026297E+00 1.507351000E-03 1.197520865E+00 1.195993138E+00 1.527727000E-03 1.278300000E-05 3.315900000E-05
1.500000000E+01 1.216672606E+01 1.201808829E+00 1.197511136E+00 4.297693000E-03 1.201798662E+00 1.197486468E+00 4.312194000E-03 1.016700000E-05 2.466800000E-05
1.500000000E+01 1.233324570E+01 1.205834505E+00 1.199440101E+00 6.394404000E-03 1.205826210E+00 1.199421240E+00 6.404970000E-03 8.295000000E-06 1.886100000E-05
1.500000000E+01 1.249996187E+01 1.209672025E+00 1.201867987E+00 7.804038000E-03 1.209665098E+00 1.201853126E+00 7.811972000E-03 6.927000000E-06 1.486100000E-05
1.500000000E+01 1.266670514E+01 1.213429354E+00 1.204833934E+00 8.595420000E-03 1.213423468E+00 1.204821870E+00 8.601598000E-03 5.886000000E-06 1.206400000E-05
1.500000000E+01 1.283333839E+01 1.217190826E+00 1.208305077E+00 8.885749000E-03 1.217185750E+00 1.208295035E+00 8.890715000E-03 5.076000000E-06 1.004200000E-05
1.500000000E+01 1.300000000E+01 1.220996580E+00 1.212205093E+00 8.791487000E-03 1.220992168E+00 1.212196584E+00 8.795584000E-03 4.412000000E-06 8.509000000E-06
1.524993176E+01 1.000000000E+01 1.204367961E+00 1.196677703E+00 7.690258000E-03 1.202515929E+00 1.193335685E+00 9.180244000E-03 1.852032000E-03 3.342018000E-03
1.524993176E+01 1.016672606E+01 1.204484876E+00 1.196704678E+00 7.780198000E-03 1.203202090E+00 1.194340873E+00 8.861217000E-03 1.282786000E-03 2.363805000E-03
