N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.241317443E+00 1.239675993E+00 1.238073702E+00 1.235381078E+00
1.016672606E+01 1.244274590E+00 1.242433373E+00 1.240693925E+00 1.237905956E+00
1.033324570E+01 1.246647005E+00 1.244605305E+00 1.242733791E+00 1.239859908E+00
1.049996187E+01 1.248521723E+00 1.246304284E+00 1.244324996E+00 1.241389272E+00
1.066670514E+01 1.249990654E+00 1.247640079E+00 1.245590514E+00 1.242627253E+00
1.083333839E+01 1.251152607E+00 1.248721793E+00 1.246647491E+00 1.243697771E+00
1.100000000E+01 1.252108787E+00 1.249656089E+00 1.247607707E+00 1.244717384E+00
1.116672606E+01 1.252959023E+00 1.250546512E+00 1.248578687E+00 1.245797052E+00
1.133324570E+01 1.253801340E+00 1.251494920E+00 1.249665482E+00 1.247043094E+00
1.149996187E+01 1.254734169E+00 1.252603562E+00 1.250971215E+00 1.248555677E+00
1.166670514E+01 1.255858954E+00 1.253975456E+00 1.252594664E+00 1.250423911E+00
1.183333839E+01 1.257280675E+00 1.255711041E+00 1.254623765E+00 1.252718095E+00
1.200000000E+01 1.259103859E+00 1.257899984E+00 1.257125873E+00 1.255481297E+00
1.216672606E+01 1.261422713E+00 1.260608852E+00 1.260137211E+00 1.258723363E+00
1.233324570E+01 1.264306032E+00 1.263867978E+00 1.263656020E+00 1.262421385E+00
1.249996187E+01 1.267780916E+00 1.267663694E+00 1.267644714E+00 1.266529277E+00
1.266670514E+01 1.271823486E+00 1.271942641E+00 1.272043366E+00 1.270994107E+00
1.283333839E+01 1.276364719E+00 1.276629465E+00 1.276788951E+00 1.275770125E+00
1.300000000E+01 1.281311950E+00 1.281648912E+00 1.281812990E+00 1.280822348E+00
