N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 2.683354700E-02 8.933828000E-03 -1.456037190E-01 -1.331100060E-01 -1.756344600E-02 2.975240700E-02 5.234963400E-02 6.263679100E-02 6.486647500E-02
1.016672606E+01 2.753071700E-02 9.109053000E-03 -1.472327150E-01 -1.358430660E-01 -1.863407400E-02 3.043285700E-02 5.519042800E-02 6.822016600E-02 7.339125700E-02
1.033324570E+01 2.794900300E-02 9.187486000E-03 -1.484916410E-01 -1.371463730E-01 -1.919139400E-02 3.095213000E-02 5.724654100E-02 7.237016600E-02 7.997206700E-02
1.049996187E+01 2.812473000E-02 9.182485000E-03 -1.495725660E-01 -1.370794390E-01 -1.923213400E-02 3.137377600E-02 5.862321400E-02 7.512986000E-02 8.436658600E-02
1.066670514E+01 2.807372400E-02 9.096875000E-03 -1.506359030E-01 -1.355907130E-01 -1.872817700E-02 3.174502600E-02 5.940081900E-02 7.658591700E-02 8.657155400E-02
1.083333839E+01 2.778883900E-02 8.923518000E-03 -1.518294200E-01 -1.325052450E-01 -1.761819100E-02 3.210300100E-02 5.962907400E-02 7.682148700E-02 8.673467300E-02
1.100000000E+01 2.723930700E-02 8.646505000E-03 -1.533028500E-01 -1.275289590E-01 -1.580975500E-02 3.247811500E-02 5.933550600E-02 7.591835100E-02 8.511699400E-02
1.116672606E+01 2.637215600E-02 8.243426000E-03 -1.552155600E-01 -1.202848590E-01 -1.319762200E-02 3.289230200E-02 5.854243000E-02 7.399461300E-02 8.209776400E-02
1.133324570E+01 2.511811400E-02 7.690234000E-03 -1.577323920E-01 -1.104081560E-01 -9.705195000E-03 3.335387700E-02 5.729044600E-02 7.125119100E-02 7.817264300E-02
1.149996187E+01 2.340672100E-02 6.970768000E-03 -1.610006140E-01 -9.772842200E-02 -5.352468000E-03 3.384895900E-02 5.566382100E-02 6.799454800E-02 7.389980900E-02
1.166670514E+01 2.119671100E-02 -1.113518000E-03 -1.651005860E-01 -8.253105800E-02 -3.330660000E-04 3.433680000E-02 5.380592900E-02 6.460593500E-02 6.979627700E-02
1.183333839E+01 1.852461300E-02 -1.673631200E-02 -1.699727340E-01 -6.578580300E-02 4.949705000E-03 3.475768100E-02 5.190881500E-02 6.145928900E-02 6.623906400E-02
1.200000000E+01 1.556056400E-02 -3.544445600E-02 -1.753491140E-01 -4.910236700E-02 9.957076000E-03 3.505955800E-02 5.017158700E-02 5.882828200E-02 6.342294200E-02
1.216672606E+01 1.263458400E-02 -5.607099100E-02 -1.479007280E-01 -3.422655800E-02 1.420814400E-02 3.523148900E-02 4.874666300E-02 5.683707800E-02 6.138380600E-02
1.233324570E+01 1.017184100E-02 -7.654002700E-02 -1.173887020E-01 -2.229520900E-02 1.747693400E-02 3.531491900E-02 4.770479200E-02 5.547553600E-02 6.005702200E-02
1.249996187E+01 8.509879000E-03 -9.446680000E-02 -9.365559400E-02 -1.344510900E-02 1.983452800E-02 3.537763200E-02 4.703687200E-02 5.465500400E-02 5.933418900E-02
1.266670514E+01 7.697000000E-03 -1.081908840E-01 -7.607645100E-02 -7.075024000E-03 2.151884100E-02 3.547420200E-02 4.668474500E-02 5.426494900E-02 5.909605600E-02
1.283333839E+01 7.477382000E-03 -1.173840770E-01 -6.289122600E-02 -2.400465000E-03 2.277028100E-02 3.562650900E-02 4.657758500E-02 5.420720600E-02 5.919964200E-02
1.300000000E+01 7.508732000E-03 -1.227590650E-01 -5.256569000E-02 1.171696000E-03 2.375006500E-02 3.583126500E-02 4.665533400E-02 5.439787500E-02 5.960109100E-02
