T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.285017570E+00 1.242406487E+00 4.261108300E-02 1.284750713E+00 1.242269074E+00 4.248163900E-02 2.668570000E-04 1.374130000E-04
295 1.283817608E+00 1.242523708E+00 4.129390000E-02 1.283578484E+00 1.242397624E+00 4.118086000E-02 2.391240000E-04 1.260840000E-04
300 1.283465746E+00 1.243418449E+00 4.004729700E-02 1.283253805E+00 1.243302616E+00 3.995118900E-02 2.119410000E-04 1.158330000E-04
305 1.284060758E+00 1.244773371E+00 3.928738700E-02 1.283873716E+00 1.244668794E+00 3.920492200E-02 1.870420000E-04 1.045770000E-04
310 1.285478455E+00 1.246942835E+00 3.853562000E-02 1.285313023E+00 1.246844805E+00 3.846821800E-02 1.654320000E-04 9.803000000E-05
315 1.287573507E+00 1.249617219E+00 3.795628800E-02 1.287425224E+00 1.249523323E+00 3.790190100E-02 1.482830000E-04 9.389600000E-05
320 1.290129470E+00 1.252348612E+00 3.778085800E-02 1.289993666E+00 1.252257169E+00 3.773649700E-02 1.358040000E-04 9.144300000E-05
325 1.292558433E+00 1.255338755E+00 3.721967800E-02 1.292430028E+00 1.255244677E+00 3.718535100E-02 1.284050000E-04 9.407800000E-05
330 1.294596170E+00 1.258160134E+00 3.643603600E-02 1.294470094E+00 1.258059576E+00 3.641051800E-02 1.260760000E-04 1.005580000E-04
335 1.295698632E+00 1.260302756E+00 3.539587600E-02 1.295570500E+00 1.260192868E+00 3.537763200E-02 1.281320000E-04 1.098880000E-04
340 1.294913685E+00 1.262077204E+00 3.283648100E-02 1.294779953E+00 1.261952265E+00 3.282768800E-02 1.337320000E-04 1.249390000E-04
