f G/w
1.0000000E+6 5.5502316E-5
8.9779585E+5 5.4988777E-5
8.0603739E+5 5.4814158E-5
7.2365703E+5 5.4542414E-5
6.4969628E+5 5.4467541E-5
5.8329463E+5 5.4590130E-5
5.2367949E+5 5.5017230E-5
4.7015728E+5 5.5686498E-5
4.2210526E+5 5.6655337E-5
3.7896435E+5 5.7731502E-5
3.4023262E+5 5.9374414E-5
3.0545943E+5 6.1417479E-5
2.7424021E+5 6.3856926E-5
2.4621173E+5 6.6754841E-5
2.2104787E+5 7.0109970E-5
1.9845586E+5 7.3983010E-5
1.7817285E+5 7.8446818E-5
1.5996284E+5 8.3488200E-5
1.4361398E+5 8.9129174E-5
1.2893603E+5 9.5471219E-5
1.1575824E+5 1.0260444E-4
1.0392726E+5 1.1059005E-4
9.3305466E+4 1.1936888E-4
8.3769261E+4 1.2923260E-4
7.5207695E+4 1.4015319E-4
6.7521156E+4 1.5224352E-4
6.0620214E+4 1.6576297E-4
5.4424577E+4 1.8068503E-4
4.8862159E+4 1.9729542E-4
4.3868244E+4 2.1565034E-4
3.9384728E+4 2.3601647E-4
3.5359445E+4 2.5875117E-4
3.1745563E+4 2.8375552E-4
2.8501035E+4 3.1158726E-4
2.5588111E+4 3.4243334E-4
2.2972900E+4 3.7668150E-4
2.0624974E+4 4.1466763E-4
1.8517016E+4 4.5692794E-4
1.6624501E+4 5.0393845E-4
1.4925408E+4 5.5611465E-4
1.3399969E+4 6.1409166E-4
1.2030437E+4 6.7854958E-4
1.0800876E+4 7.5028789E-4
9.6969820E+3 8.3053310E-4
8.7059100E+3 9.1930327E-4
7.8161300E+3 1.0190335E-3
7.0172890E+3 1.1288309E-3
6.3000930E+3 1.2513722E-3
5.6561970E+3 1.3875918E-3
5.0781110E+3 1.5406957E-3
4.5591070E+3 1.7092307E-3
4.0931470E+3 1.8982891E-3
3.6748100E+3 2.1099854E-3
3.2992300E+3 2.3438736E-3
2.9620350E+3 2.6045508E-3
2.6593020E+3 2.8977513E-3
2.3875110E+3 3.2212501E-3
2.1434970E+3 3.5858361E-3
1.9244230E+3 3.9877359E-3
1.7277390E+3 4.4375441E-3
1.5511570E+3 4.9334201E-3
1.3926220E+3 5.4894979E-3
1.2502900E+3 6.1096401E-3
1.1225050E+3 6.8062432E-3
1.0077810E+3 7.5749474E-3
9.0478100E+2 8.4315779E-3
8.1230900E+2 9.3889600E-3
7.2928800E+2 1.0454816E-2
6.5475100E+2 1.1641673E-2
5.8783300E+2 1.2977322E-2
5.2775400E+2 1.4443871E-2
4.7381500E+2 1.6083837E-2
4.2539000E+2 1.7922899E-2
3.8191300E+2 1.9964521E-2
3.4288000E+2 2.2227013E-2
3.0783600E+2 2.4755333E-2
2.7637400E+2 2.7593176E-2
2.4812700E+2 3.0768232E-2
2.2276800E+2 3.4221180E-2
2.0000000E+2 3.8086574E-2
