f G/w
1.0000000E+6 9.6071101E-6
8.9779585E+5 9.6997045E-6
8.0603739E+5 9.9264776E-6
7.2365703E+5 9.7971911E-6
6.4969628E+5 1.0007159E-5
5.8329463E+5 1.0224228E-5
5.2367949E+5 1.0418265E-5
4.7015728E+5 1.0569965E-5
4.2210526E+5 1.0681178E-5
3.7896435E+5 1.0719214E-5
3.4023262E+5 1.0681227E-5
3.0545943E+5 1.0590060E-5
2.7424021E+5 1.0436068E-5
2.4621173E+5 1.0212655E-5
2.2104787E+5 9.9386322E-6
1.9845586E+5 9.5860597E-6
1.7817285E+5 9.2356779E-6
1.5996284E+5 8.8195678E-6
1.4361398E+5 8.3775595E-6
1.2893603E+5 7.9514336E-6
1.1575824E+5 7.5308817E-6
1.0392726E+5 7.1414771E-6
9.3305466E+4 6.7564086E-6
8.3769261E+4 6.4054792E-6
7.5207695E+4 6.0305230E-6
6.7521156E+4 5.7145488E-6
6.0620214E+4 5.4273293E-6
5.4424577E+4 5.1481265E-6
4.8862159E+4 4.9746035E-6
4.3868244E+4 4.7882019E-6
3.9384728E+4 4.6482091E-6
3.5359445E+4 4.5538785E-6
3.1745563E+4 4.5181194E-6
2.8501035E+4 4.4161454E-6
2.5588111E+4 4.4373213E-6
2.2972900E+4 4.4114721E-6
2.0624974E+4 4.4181933E-6
1.8517016E+4 4.6147314E-6
1.6624501E+4 4.7085556E-6
1.4925408E+4 4.7806074E-6
1.3399969E+4 5.0107593E-6
1.2030437E+4 5.4537147E-6
1.0800876E+4 5.6600523E-6
9.6969820E+3 6.0654711E-6
8.7059100E+3 6.4683368E-6
7.8161300E+3 6.9314617E-6
7.0172890E+3 7.3520849E-6
6.3000930E+3 8.1737595E-6
5.6561970E+3 8.7982075E-6
5.0781110E+3 9.8568978E-6
4.5591070E+3 1.0713224E-5
4.0931470E+3 1.1521324E-5
3.6748100E+3 1.3124250E-5
3.2992300E+3 1.4442250E-5
2.9620350E+3 1.5740549E-5
2.6593020E+3 1.7458857E-5
2.3875110E+3 1.8988634E-5
2.1434970E+3 2.0864691E-5
1.9244230E+3 2.3203433E-5
1.7277390E+3 2.5428583E-5
1.5511570E+3 2.8673744E-5
1.3926220E+3 3.1027865E-5
1.2502900E+3 3.5873485E-5
1.1225050E+3 3.8661663E-5
1.0077810E+3 4.3626996E-5
9.0478100E+2 4.9386639E-5
8.1230900E+2 5.5151081E-5
7.2928800E+2 6.0329156E-5
6.5475100E+2 6.5955297E-5
5.8783300E+2 7.4306129E-5
5.2775400E+2 8.5315879E-5
4.7381500E+2 8.7628483E-5
4.2539000E+2 1.0486505E-4
3.8191300E+2 1.1528634E-4
3.4288000E+2 1.3159387E-4
3.0783600E+2 1.4061515E-4
2.7637400E+2 1.5778679E-4
2.4812700E+2 1.6636950E-4
2.2276800E+2 1.8344905E-4
2.0000000E+2 2.1603558E-4
