f G/w
1.0000000E+6 3.3259548E-5
8.9779585E+5 3.4437198E-5
8.0603739E+5 3.6033013E-5
7.2365703E+5 3.7623515E-5
6.4969628E+5 3.9373034E-5
5.8329463E+5 4.1251425E-5
5.2367949E+5 4.3291103E-5
4.7015728E+5 4.5404958E-5
4.2210526E+5 4.7586709E-5
3.7896435E+5 4.9630988E-5
3.4023262E+5 5.1856815E-5
3.0545943E+5 5.4120119E-5
2.7424021E+5 5.6408843E-5
2.4621173E+5 5.8731860E-5
2.2104787E+5 6.1073532E-5
1.9845586E+5 6.3521541E-5
1.7817285E+5 6.6142246E-5
1.5996284E+5 6.8842112E-5
1.4361398E+5 7.1807558E-5
1.2893603E+5 7.5042343E-5
1.1575824E+5 7.8639946E-5
1.0392726E+5 8.2636387E-5
9.3305466E+4 8.7060601E-5
8.3769261E+4 9.2083199E-5
7.5207695E+4 9.7655493E-5
6.7521156E+4 1.0383988E-4
6.0620214E+4 1.1089225E-4
5.4424577E+4 1.1871335E-4
4.8862159E+4 1.2745376E-4
4.3868244E+4 1.3718403E-4
3.9384728E+4 1.4799038E-4
3.5359445E+4 1.6011731E-4
3.1745563E+4 1.7369507E-4
2.8501035E+4 1.8857275E-4
2.5588111E+4 2.0508101E-4
2.2972900E+4 2.2364402E-4
2.0624974E+4 2.4419966E-4
1.8517016E+4 2.6709369E-4
1.6624501E+4 2.9231696E-4
1.4925408E+4 3.2068053E-4
1.3399969E+4 3.5182954E-4
1.2030437E+4 3.8685349E-4
1.0800876E+4 4.2553984E-4
9.6969820E+3 4.6845586E-4
8.7059100E+3 5.1601259E-4
7.8161300E+3 5.6891117E-4
7.0172890E+3 6.2821164E-4
6.3000930E+3 6.9327101E-4
5.6561970E+3 7.6666300E-4
5.0781110E+3 8.4829376E-4
4.5591070E+3 9.3922879E-4
4.0931470E+3 1.0401392E-3
3.6748100E+3 1.1522782E-3
3.2992300E+3 1.2788373E-3
2.9620350E+3 1.4186346E-3
2.6593020E+3 1.5742975E-3
2.3875110E+3 1.7480841E-3
2.1434970E+3 1.9420257E-3
1.9244230E+3 2.1568660E-3
1.7277390E+3 2.3960808E-3
1.5511570E+3 2.6632604E-3
1.3926220E+3 2.9612391E-3
1.2502900E+3 3.2932677E-3
1.1225050E+3 3.6600050E-3
1.0077810E+3 4.0721535E-3
9.0478100E+2 4.5300253E-3
8.1230900E+2 5.0440167E-3
7.2928800E+2 5.6130662E-3
6.5475100E+2 6.2474463E-3
5.8783300E+2 6.9547478E-3
5.2775400E+2 7.7358419E-3
4.7381500E+2 8.6130283E-3
4.2539000E+2 9.5950623E-3
3.8191300E+2 1.0680737E-2
3.4288000E+2 1.1892368E-2
3.0783600E+2 1.3245757E-2
2.7637400E+2 1.4734901E-2
2.4812700E+2 1.6415040E-2
2.2276800E+2 1.8265456E-2
2.0000000E+2 2.0349350E-2
