f G/w
1.0000000E+6 7.3536328E-5
8.9779585E+5 8.0171704E-5
8.0603739E+5 8.7610809E-5
7.2365703E+5 9.5827676E-5
6.4969628E+5 1.0498861E-4
5.8329463E+5 1.1526095E-4
5.2367949E+5 1.2676057E-4
4.7015728E+5 1.3961346E-4
4.2210526E+5 1.5397379E-4
3.7896435E+5 1.6999704E-4
3.4023262E+5 1.8788989E-4
3.0545943E+5 2.0787427E-4
2.7424021E+5 2.3023440E-4
2.4621173E+5 2.5518189E-4
2.2104787E+5 2.8304841E-4
1.9845586E+5 3.1412211E-4
1.7817285E+5 3.4885305E-4
1.5996284E+5 3.8751891E-4
1.4361398E+5 4.3063719E-4
1.2893603E+5 4.7876192E-4
1.1575824E+5 5.3241657E-4
1.0392726E+5 5.9220291E-4
9.3305466E+4 6.5883300E-4
8.3769261E+4 7.3301754E-4
7.5207695E+4 8.1570758E-4
6.7521156E+4 9.0780682E-4
6.0620214E+4 1.0103952E-3
5.4424577E+4 1.1246481E-3
4.8862159E+4 1.2519523E-3
4.3868244E+4 1.3938260E-3
3.9384728E+4 1.5517580E-3
3.5359445E+4 1.7277925E-3
3.1745563E+4 1.9238495E-3
2.8501035E+4 2.1420469E-3
2.5588111E+4 2.3852470E-3
2.2972900E+4 2.6561147E-3
2.0624974E+4 2.9577680E-3
1.8517016E+4 3.2938763E-3
1.6624501E+4 3.6684135E-3
1.4925408E+4 4.0848426E-3
1.3399969E+4 4.5492430E-3
1.2030437E+4 5.0664737E-3
1.0800876E+4 5.6425180E-3
9.6969820E+3 6.2837712E-3
8.7059100E+3 6.9982341E-3
7.8161300E+3 7.7938703E-3
7.0172890E+3 8.6799632E-3
6.3000930E+3 9.6670000E-3
5.6561970E+3 1.0766814E-2
5.0781110E+3 1.1991393E-2
4.5591070E+3 1.3354972E-2
4.0931470E+3 1.4873988E-2
3.6748100E+3 1.6566954E-2
3.2992300E+3 1.8452239E-2
2.9620350E+3 2.0550296E-2
2.6593020E+3 2.2885542E-2
2.3875110E+3 2.5489841E-2
2.1434970E+3 2.8390672E-2
1.9244230E+3 3.1621931E-2
1.7277390E+3 3.5217172E-2
1.5511570E+3 3.9223647E-2
1.3926220E+3 4.3686754E-2
1.2502900E+3 4.8657214E-2
1.1225050E+3 5.4192404E-2
1.0077810E+3 6.0358025E-2
9.0478100E+2 6.7221413E-2
8.1230900E+2 7.4874956E-2
7.2928800E+2 8.3373821E-2
6.5475100E+2 9.2860275E-2
5.8783300E+2 1.0343788E-1
5.2775400E+2 1.1519041E-1
4.7381500E+2 1.2829270E-1
4.2539000E+2 1.4287683E-1
3.8191300E+2 1.5914017E-1
3.4288000E+2 1.7722972E-1
3.0783600E+2 1.9740202E-1
2.7637400E+2 2.1978490E-1
2.4812700E+2 2.4480025E-1
2.2276800E+2 2.7265036E-1
2.0000000E+2 3.0361166E-1
