f G/w
1.0000000E+6 1.2746825E-5
8.9779585E+5 1.1978335E-5
8.0603739E+5 1.1334479E-5
7.2365703E+5 1.0328260E-5
6.4969628E+5 9.6809645E-6
5.8329463E+5 9.0726338E-6
5.2367949E+5 8.5096879E-6
4.7015728E+5 7.9979636E-6
4.2210526E+5 7.5050870E-6
3.7896435E+5 7.0638124E-6
3.4023262E+5 6.6603840E-6
3.0545943E+5 6.2812462E-6
2.7424021E+5 5.9883859E-6
2.4621173E+5 5.7289602E-6
2.2104787E+5 5.5027365E-6
1.9845586E+5 5.3310881E-6
1.7817285E+5 5.1908496E-6
1.5996284E+5 5.0694732E-6
1.4361398E+5 4.9859926E-6
1.2893603E+5 4.9187559E-6
1.1575824E+5 4.8972878E-6
1.0392726E+5 4.9473638E-6
9.3305466E+4 4.9718593E-6
8.3769261E+4 5.0293178E-6
7.5207695E+4 5.1027501E-6
6.7521156E+4 5.1738142E-6
6.0620214E+4 5.2974797E-6
5.4424577E+4 5.3959574E-6
4.8862159E+4 5.5796011E-6
4.3868244E+4 5.7352977E-6
3.9384728E+4 5.9532482E-6
3.5359445E+4 6.2151221E-6
3.1745563E+4 6.5130125E-6
2.8501035E+4 6.7268908E-6
2.5588111E+4 6.9884897E-6
2.2972900E+4 7.3906373E-6
2.0624974E+4 7.7122917E-6
1.8517016E+4 8.1672020E-6
1.6624501E+4 8.7152193E-6
1.4925408E+4 9.0727390E-6
1.3399969E+4 9.7624759E-6
1.2030437E+4 1.0497230E-5
1.0800876E+4 1.1374137E-5
9.6969820E+3 1.2064526E-5
8.7059100E+3 1.3107537E-5
7.8161300E+3 1.4270764E-5
7.0172890E+3 1.5257561E-5
6.3000930E+3 1.6714037E-5
5.6561970E+3 1.8678013E-5
5.0781110E+3 2.0017460E-5
4.5591070E+3 2.2008970E-5
4.0931470E+3 2.4463436E-5
3.6748100E+3 2.6909591E-5
3.2992300E+3 2.8835347E-5
2.9620350E+3 3.2745519E-5
2.6593020E+3 3.6702504E-5
2.3875110E+3 4.0531850E-5
2.1434970E+3 4.3843418E-5
1.9244230E+3 4.9065130E-5
1.7277390E+3 5.4354649E-5
1.5511570E+3 6.0233621E-5
1.3926220E+3 6.5560835E-5
1.2502900E+3 7.3564380E-5
1.1225050E+3 8.1791901E-5
1.0077810E+3 9.0845105E-5
9.0478100E+2 1.0038945E-4
8.1230900E+2 1.1241926E-4
7.2928800E+2 1.2571927E-4
6.5475100E+2 1.4163565E-4
5.8783300E+2 1.5483136E-4
5.2775400E+2 1.6964477E-4
4.7381500E+2 1.9223705E-4
4.2539000E+2 2.1403014E-4
3.8191300E+2 2.3609499E-4
3.4288000E+2 2.6149257E-4
3.0783600E+2 3.0228148E-4
2.7637400E+2 3.2438414E-4
2.4812700E+2 3.5879323E-4
2.2276800E+2 4.1278920E-4
2.0000000E+2 4.4769171E-4
