f G/w
1.0000000E+6 7.5183719E-6
8.9779585E+5 7.4471778E-6
8.0603739E+5 7.6158692E-6
7.2365703E+5 7.4866261E-6
6.4969628E+5 7.6045829E-6
5.8329463E+5 7.7218271E-6
5.2367949E+5 7.8300688E-6
4.7015728E+5 7.9139401E-6
4.2210526E+5 7.9481671E-6
3.7896435E+5 7.9564466E-6
3.4023262E+5 7.8917658E-6
3.0545943E+5 7.7793995E-6
2.7424021E+5 7.6471732E-6
2.4621173E+5 7.4494170E-6
2.2104787E+5 7.2000911E-6
1.9845586E+5 6.9220941E-6
1.7817285E+5 6.6142344E-6
1.5996284E+5 6.2779389E-6
1.4361398E+5 5.9393281E-6
1.2893603E+5 5.5776889E-6
1.1575824E+5 5.2455273E-6
1.0392726E+5 4.9327140E-6
9.3305466E+4 4.6034154E-6
8.3769261E+4 4.2938756E-6
7.5207695E+4 3.9977883E-6
6.7521156E+4 3.7146267E-6
6.0620214E+4 3.4760744E-6
5.4424577E+4 3.2762851E-6
4.8862159E+4 3.0509478E-6
4.3868244E+4 2.8804389E-6
3.9384728E+4 2.7411081E-6
3.5359445E+4 2.6593647E-6
3.1745563E+4 2.5648786E-6
2.8501035E+4 2.4465377E-6
2.5588111E+4 2.4158038E-6
2.2972900E+4 2.3590148E-6
2.0624974E+4 2.3357069E-6
1.8517016E+4 2.2985569E-6
1.6624501E+4 2.3788895E-6
1.4925408E+4 2.4567291E-6
1.3399969E+4 2.3732778E-6
1.2030437E+4 2.5150477E-6
1.0800876E+4 2.6161980E-6
9.6969820E+3 2.6334113E-6
8.7059100E+3 2.8498707E-6
7.8161300E+3 2.9032709E-6
7.0172890E+3 3.1158272E-6
6.3000930E+3 3.2668935E-6
5.6561970E+3 3.3727588E-6
5.0781110E+3 3.4353016E-6
4.5591070E+3 4.1387176E-6
4.0931470E+3 4.3210021E-6
3.6748100E+3 5.0501210E-6
3.2992300E+3 4.8716834E-6
2.9620350E+3 5.7310355E-6
2.6593020E+3 6.3706732E-6
2.3875110E+3 7.4897519E-6
2.1434970E+3 7.1751457E-6
1.9244230E+3 8.7394761E-6
1.7277390E+3 8.4620798E-6
1.5511570E+3 9.4793722E-6
1.3926220E+3 1.0756313E-5
1.2502900E+3 1.2641812E-5
1.1225050E+3 1.4111151E-5
1.0077810E+3 1.4591458E-5
9.0478100E+2 1.8622496E-5
8.1230900E+2 1.8851878E-5
7.2928800E+2 2.0893574E-5
6.5475100E+2 2.1785575E-5
5.8783300E+2 2.4379274E-5
5.2775400E+2 3.0034364E-5
4.7381500E+2 3.3483652E-5
4.2539000E+2 3.6665250E-5
3.8191300E+2 3.9664325E-5
3.4288000E+2 4.4860667E-5
3.0783600E+2 5.1704709E-5
2.7637400E+2 5.3572138E-5
2.4812700E+2 6.6604119E-5
2.2276800E+2 6.1838974E-5
2.0000000E+2 8.1296652E-5
