f G/w
1.0000000E+6 5.1198811E-6
8.9779585E+5 5.0927448E-6
8.0603739E+5 5.2266073E-6
7.2365703E+5 5.3237503E-6
6.4969628E+5 5.4305641E-6
5.8329463E+5 5.5590397E-6
5.2367949E+5 5.7284294E-6
4.7015728E+5 5.9031819E-6
4.2210526E+5 6.0983043E-6
3.7896435E+5 6.3009337E-6
3.4023262E+5 6.5176420E-6
3.0545943E+5 6.7130789E-6
2.7424021E+5 6.9578941E-6
2.4621173E+5 7.1991272E-6
2.2104787E+5 7.4487457E-6
1.9845586E+5 7.6971972E-6
1.7817285E+5 7.9771994E-6
1.5996284E+5 8.2367518E-6
1.4361398E+5 8.5009925E-6
1.2893603E+5 8.7964112E-6
1.1575824E+5 9.1362731E-6
1.0392726E+5 9.5040775E-6
9.3305466E+4 9.9517516E-6
8.3769261E+4 1.0378822E-5
7.5207695E+4 1.0932331E-5
6.7521156E+4 1.1570147E-5
6.0620214E+4 1.2292499E-5
5.4424577E+4 1.3180774E-5
4.8862159E+4 1.4143681E-5
4.3868244E+4 1.5430867E-5
3.9384728E+4 1.6721088E-5
3.5359445E+4 1.8394022E-5
3.1745563E+4 2.0150365E-5
2.8501035E+4 2.2106569E-5
2.5588111E+4 2.4313692E-5
2.2972900E+4 2.6806701E-5
2.0624974E+4 2.9576253E-5
1.8517016E+4 3.2795214E-5
1.6624501E+4 3.6282196E-5
1.4925408E+4 3.9809438E-5
1.3399969E+4 4.4419680E-5
1.2030437E+4 4.9363245E-5
1.0800876E+4 5.4613353E-5
9.6969820E+3 6.0504483E-5
8.7059100E+3 6.7058044E-5
7.8161300E+3 7.4264130E-5
7.0172890E+3 8.3511689E-5
6.3000930E+3 9.3011614E-5
5.6561970E+3 1.0359289E-4
5.0781110E+3 1.1549988E-4
4.5591070E+3 1.2830587E-4
4.0931470E+3 1.4270533E-4
3.6748100E+3 1.5853401E-4
3.2992300E+3 1.7598511E-4
2.9620350E+3 1.9848300E-4
2.6593020E+3 2.1965578E-4
2.3875110E+3 2.4480599E-4
2.1434970E+3 2.7546267E-4
1.9244230E+3 3.0582412E-4
1.7277390E+3 3.4130405E-4
1.5511570E+3 3.8028060E-4
1.3926220E+3 4.2261474E-4
1.2502900E+3 4.6589835E-4
1.1225050E+3 5.1870997E-4
1.0077810E+3 5.7888339E-4
9.0478100E+2 6.4246600E-4
8.1230900E+2 7.1605855E-4
7.2928800E+2 7.9754086E-4
6.5475100E+2 8.9282784E-4
5.8783300E+2 9.9491993E-4
5.2775400E+2 1.1026296E-3
4.7381500E+2 1.2345429E-3
4.2539000E+2 1.3723146E-3
3.8191300E+2 1.5374201E-3
3.4288000E+2 1.7104728E-3
3.0783600E+2 1.9047377E-3
2.7637400E+2 2.1070803E-3
2.4812700E+2 2.3531437E-3
2.2276800E+2 2.6312492E-3
2.0000000E+2 2.9308430E-3
