x N
1.3249724E+0 2.6311137E+21
1.3179927E+0 2.3362658E+21
1.3091987E+0 1.9320133E+21
1.2987918E+0 1.8831006E+21
1.2893609E+0 1.8775355E+21
1.2787328E+0 1.7760482E+21
1.2679884E+0 1.7659448E+21
1.2570552E+0 1.7143603E+21
1.2454601E+0 1.7102215E+21
1.2342719E+0 1.7182701E+21
1.2225694E+0 1.6997869E+21
1.2109161E+0 1.6934961E+21
1.1988973E+0 1.6869487E+21
1.1869179E+0 1.6603012E+21
1.1742603E+0 1.6623749E+21
1.1620584E+0 1.6737686E+21
1.1492999E+0 1.6449218E+21
1.1363827E+0 1.6702245E+21
1.1237305E+0 1.6499393E+21
1.1101942E+0 1.6447240E+21
1.0971551E+0 1.6692691E+21
1.0836871E+0 1.6297626E+21
1.0696664E+0 1.6297790E+21
1.0558482E+0 1.6312894E+21
1.0414793E+0 1.6192386E+21
1.0270664E+0 1.6440972E+21
1.0127366E+0 1.6187268E+21
9.9744494E-1 1.6029807E+21
9.8238354E-1 1.6218066E+21
9.6697533E-1 1.6177443E+21
9.5135271E-1 1.6016624E+21
9.3511142E-1 1.5896433E+21
9.1869789E-1 1.6170800E+21
9.0244296E-1 1.6019969E+21
8.8510482E-1 1.5990635E+21
8.6815716E-1 1.5969456E+21
8.5007270E-1 1.5796758E+21
8.3201284E-1 1.5793254E+21
8.1311651E-1 1.5663197E+21
7.9389538E-1 1.5801482E+21
7.7441936E-1 1.5890481E+21
