fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 14:18:04 297 39.04 1.000E+000 8.000E-001 2.151E-006 3.550E+003 3.060E+000 5.828E-009 1.735E-003 
0002 14:20:54 297 39.04 1.000E+000 8.000E-001 2.174E-006 3.550E+003 3.056E+000 5.855E-009 1.777E-003 
0003 14:23:52 296.9 39.05 1.000E+000 8.000E-001 2.137E-006 3.550E+003 3.060E+000 5.781E-009 1.720E-003 
0004 14:26:06 297 39.04 1.000E+000 8.000E-001 2.176E-006 3.550E+003 3.058E+000 5.839E-009 1.767E-003 
0005 14:29:22 297 39.04 1.000E+000 8.000E-001 2.161E-006 3.550E+003 3.056E+000 5.844E-009 1.760E-003 
0006 14:32:44 297 39.04 1.000E+000 8.000E-001 2.135E-006 3.550E+003 3.055E+000 5.844E-009 1.770E-003 
0007 14:35:02 297 39.04 1.000E+000 8.000E-001 2.140E-006 3.550E+003 3.058E+000 5.839E-009 1.736E-003 
0008 14:38:08 297 39.04 1.000E+000 8.000E-001 2.087E-006 3.550E+003 3.059E+000 5.815E-009 1.768E-003 
0009 14:42:30 297 39.04 1.000E+000 8.000E-001 2.167E-006 3.550E+003 3.054E+000 5.871E-009 1.728E-003 
0010 14:45:06 297 39.04 1.000E+000 8.000E-001 2.153E-006 3.550E+003 3.057E+000 5.841E-009 1.735E-003 
0011 14:52:50 297 39.04 1.000E+000 8.000E-001 2.156E-006 3.550E+003 3.060E+000 5.808E-009 1.750E-003 
0012 14:55:06 297 39.04 1.000E+000 8.000E-001 2.132E-006 3.550E+003 3.054E+000 5.861E-009 1.785E-003 
0013 14:59:52 297 39.04 1.000E+000 8.000E-001 2.152E-006 3.550E+003 3.058E+000 5.836E-009 1.807E-003 
