Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.012133729E+00 1.004307260E+00 7.826469000E-03 1.009756078E+00 1.003321750E+00 6.434328000E-03 2.377651000E-03 9.855100000E-04
1.468000E+10 1.012129158E+00 1.004307624E+00 7.821534000E-03 1.010390933E+00 1.003567275E+00 6.823658000E-03 1.738225000E-03 7.403490000E-04
2.154000E+10 1.012122598E+00 1.004308173E+00 7.814425000E-03 1.010875853E+00 1.003765593E+00 7.110260000E-03 1.246745000E-03 5.425800000E-04
3.162000E+10 1.012113286E+00 1.004309006E+00 7.804280000E-03 1.011231707E+00 1.003918966E+00 7.312741000E-03 8.815790000E-04 3.900400000E-04
4.642000E+10 1.012100290E+00 1.004310290E+00 7.790000000E-03 1.011483230E+00 1.004033882E+00 7.449348000E-03 6.170600000E-04 2.764080000E-04
6.813000E+10 1.012082621E+00 1.004312305E+00 7.770316000E-03 1.011653661E+00 1.004118367E+00 7.535294000E-03 4.289600000E-04 1.939380000E-04
1.000000E+11 1.012059603E+00 1.004315533E+00 7.744070000E-03 1.011762628E+00 1.004180321E+00 7.582307000E-03 2.969750000E-04 1.352120000E-04
1.468000E+11 1.012031753E+00 1.004320832E+00 7.710921000E-03 1.011826501E+00 1.004226871E+00 7.599630000E-03 2.052520000E-04 9.396100000E-05
2.154000E+11 1.012002651E+00 1.004329749E+00 7.672902000E-03 1.011860680E+00 1.004264481E+00 7.596199000E-03 1.419710000E-04 6.526800000E-05
3.162000E+11 1.011982441E+00 1.004345085E+00 7.637356000E-03 1.011883871E+00 1.004299632E+00 7.584239000E-03 9.857000000E-05 4.545300000E-05
4.642000E+11 1.011993594E+00 1.004371866E+00 7.621728000E-03 1.011924613E+00 1.004340022E+00 7.584591000E-03 6.898100000E-05 3.184400000E-05
6.813000E+11 1.012078679E+00 1.004418841E+00 7.659838000E-03 1.012029730E+00 1.004396294E+00 7.633436000E-03 4.894900000E-05 2.254700000E-05
1.000000E+12 1.012307701E+00 1.004500468E+00 7.807233000E-03 1.012272187E+00 1.004484237E+00 7.787950000E-03 3.551400000E-05 1.623100000E-05
1.468000E+12 1.035743090E+00 1.004638857E+00 3.110423300E-02 1.035795842E+00 1.004626884E+00 3.116895800E-02 -5.275200000E-05 1.197300000E-05
2.154000E+12 1.073756798E+00 1.007906409E+00 6.585038900E-02 1.073781598E+00 1.007912403E+00 6.586919500E-02 -2.480000000E-05 -5.994000000E-06
3.162000E+12 1.106531294E+00 1.027470093E+00 7.906120100E-02 1.106538357E+00 1.027459141E+00 7.907921600E-02 -7.063000000E-06 1.095200000E-05
4.642000E+12 1.132351365E+00 1.044202991E+00 8.814837400E-02 1.132348740E+00 1.044183335E+00 8.816540500E-02 2.625000000E-06 1.965600000E-05
6.813000E+12 1.151910268E+00 1.057346666E+00 9.456360200E-02 1.151903350E+00 1.057323915E+00 9.457943500E-02 6.918000000E-06 2.275100000E-05
1.000000E+13 1.166940753E+00 1.067228126E+00 9.971262700E-02 1.166932541E+00 1.067205619E+00 9.972692200E-02 8.212000000E-06 2.250700000E-05
