rrm1V2n1.dat - 26.4.2024  :36000000
T=291.64 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 26.4.2024  :36144000
T=291.51 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 26.4.2024  :36224000
T=291.50 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 26.4.2024  :36366000
T=291.52 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 26.4.2024  :36508000
T=291.55 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 26.4.2024  :36650000
T=291.54 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 26.4.2024  :36794000
T=291.52 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 26.4.2024  :36936000
T=291.59 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 26.4.2024  :37078000
T=291.63 f=1000000 Vb=0.4 Vm=0.01 Im=10

cprp0Vn1.dat - 26.4.2024  :37370000
T=291.66 f=1000000 Vm=0.01 Im=10

cprp0V4n1.dat - 26.4.2024  :37626000
T=291.70 f=1000000 Vb=0.4 Vm=0.01 Im=10

cprpf1Mn1.dat - 26.4.2024  :37748000
T=291.72 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 26.4.2024  :37842000
T=291.74 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 26.4.2024  :37934000
T=291.71 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 26.4.2024  :38026000
T=291.73 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 26.4.2024  :38122000
T=291.75 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 26.4.2024  :38218000
T=291.81 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 26.4.2024  :38356000
T=291.90 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 26.4.2024  :38450000
T=291.86 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 26.4.2024  :38544000
T=291.85 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 26.4.2024  :38638000
T=291.86 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 26.4.2024  :38734000
T=291.87 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 26.4.2024  :38828000
T=291.89 f=10000 Vm=0.01 Im=10

