Ew Nt
4.4486666E-1 2.3680836E+15
4.4215997E-1 2.2665562E+15
4.3945327E-1 2.1871281E+15
4.3674656E-1 2.1277143E+15
4.3403984E-1 2.0851501E+15
4.3133314E-1 2.0550591E+15
4.2862644E-1 2.0337252E+15
4.2591974E-1 2.0202990E+15
4.2321303E-1 2.0167684E+15
4.2050633E-1 2.0253485E+15
4.1779962E-1 2.0461159E+15
4.1509291E-1 2.0774873E+15
4.1238621E-1 2.1184961E+15
4.0967951E-1 2.1697611E+15
4.0697280E-1 2.2316903E+15
4.0426609E-1 2.3020895E+15
4.0155939E-1 2.3759040E+15
3.9885269E-1 2.4472019E+15
3.9614598E-1 2.5113094E+15
3.9343928E-1 2.5654698E+15
3.9073257E-1 2.6083364E+15
3.8802587E-1 2.6393787E+15
3.8531916E-1 2.6585643E+15
3.8261246E-1 2.6658836E+15
3.7990575E-1 2.6606697E+15
3.7719905E-1 2.6413705E+15
3.7449234E-1 2.6062747E+15
3.7178564E-1 2.5547833E+15
3.6907894E-1 2.4883360E+15
3.6637223E-1 2.4102844E+15
3.6366553E-1 2.3247472E+15
3.6095882E-1 2.2351410E+15
3.5825212E-1 2.1432685E+15
3.5554541E-1 2.0494696E+15
3.5283871E-1 1.9535838E+15
3.5013200E-1 1.8558915E+15
3.4742530E-1 1.7573375E+15
3.4471859E-1 1.6590963E+15
3.4201189E-1 1.5621364E+15
3.3930518E-1 1.4672598E+15
3.3659848E-1 1.3754260E+15
3.3389177E-1 1.2878497E+15
3.3118507E-1 1.2056805E+15
3.2847837E-1 1.1295536E+15
3.2577166E-1 1.0594035E+15
3.2306496E-1 9.9465811E+14
3.2035825E-1 9.3463999E+14
3.1765155E-1 8.7890415E+14
3.1494484E-1 8.2731491E+14
3.1223814E-1 7.7986123E+14
3.0953143E-1 7.3636656E+14
3.0682473E-1 6.9635009E+14
3.0411802E-1 6.5915361E+14
3.0141132E-1 6.2423435E+14
2.9870461E-1 5.9141204E+14
2.9599791E-1 5.6093105E+14
2.9329120E-1 5.3325481E+14
2.9058450E-1 5.0845966E+14
2.8787780E-1 4.8517314E+14
2.8517109E-1 4.5939927E+14
2.8246439E-1 4.2406135E+14
2.7975768E-1 3.7020825E+14
2.7705098E-1 2.9023891E+14
2.7434427E-1 1.8219920E+14
2.7163757E-1 1.1999797E+14
