Ew Nt
4.4521818E-1 7.8139811E+14
4.4250935E-1 7.3975410E+14
4.3980050E-1 7.0765141E+14
4.3709166E-1 6.9234683E+14
4.3438281E-1 6.9585809E+14
4.3167396E-1 7.1432793E+14
4.2896512E-1 7.4266356E+14
4.2625628E-1 7.7896404E+14
4.2354743E-1 8.2459610E+14
4.2083860E-1 8.8128966E+14
4.1812975E-1 9.4912868E+14
4.1542090E-1 1.0269998E+15
4.1271207E-1 1.1139227E+15
4.1000322E-1 1.2092181E+15
4.0729437E-1 1.3111767E+15
4.0458553E-1 1.4158741E+15
4.0187669E-1 1.5177846E+15
3.9916785E-1 1.6119433E+15
3.9645900E-1 1.6956909E+15
3.9375016E-1 1.7684398E+15
3.9104132E-1 1.8299767E+15
3.8833247E-1 1.8791522E+15
3.8562363E-1 1.9140933E+15
3.8291478E-1 1.9333387E+15
3.8020594E-1 1.9365968E+15
3.7749710E-1 1.9246050E+15
3.7478825E-1 1.8986152E+15
3.7207941E-1 1.8601749E+15
3.6937057E-1 1.8113293E+15
3.6666172E-1 1.7547847E+15
3.6395288E-1 1.6935829E+15
3.6124404E-1 1.6303184E+15
3.5853519E-1 1.5664222E+15
3.5582635E-1 1.5020889E+15
3.5311751E-1 1.4369191E+15
3.5040866E-1 1.3707249E+15
3.4769982E-1 1.3038776E+15
3.4499098E-1 1.2371068E+15
3.4228213E-1 1.1711879E+15
3.3957329E-1 1.1068936E+15
3.3686445E-1 1.0451112E+15
3.3415560E-1 9.8678697E+14
3.3144676E-1 9.3261146E+14
3.2873792E-1 8.8270411E+14
3.2602907E-1 8.3659189E+14
3.2332023E-1 7.9349423E+14
3.2061139E-1 7.5268637E+14
3.1790254E-1 7.1372371E+14
3.1519370E-1 6.7648443E+14
3.1248486E-1 6.4113022E+14
3.0977601E-1 6.0804083E+14
3.0706717E-1 5.7770641E+14
3.0435833E-1 5.5052718E+14
3.0164948E-1 5.2658393E+14
2.9894064E-1 5.0554901E+14
2.9623179E-1 4.8683152E+14
2.9352295E-1 4.6977186E+14
2.9081411E-1 4.5350090E+14
2.8810526E-1 4.3625533E+14
2.8539642E-1 4.1444102E+14
2.8268758E-1 3.8221698E+14
2.7997873E-1 3.3246448E+14
2.7726989E-1 2.5943571E+14
2.7456105E-1 1.6219618E+14
2.7185220E-1 1.0655336E+14
