T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 3.135138000E-03 2.209969000E-03 1.546557000E-03 1.077436000E-03 7.492420000E-04 5.214710000E-04 3.643120000E-04 2.563430000E-04 1.824090000E-04 1.318990000E-04 9.744000000E-05 7.391200000E-05 5.775200000E-05 4.649700000E-05 3.843700000E-05 3.240500000E-05 2.766200000E-05 2.374400000E-05 2.038600000E-05
295 3.058330000E-03 2.140562000E-03 1.489555000E-03 1.032749000E-03 7.149180000E-04 4.952000000E-04 3.440380000E-04 2.404410000E-04 1.696550000E-04 1.214320000E-04 8.865100000E-05 6.638700000E-05 5.123200000E-05 4.080500000E-05 3.348400000E-05 2.814000000E-05 2.403900000E-05 2.072500000E-05 1.791900000E-05
300 3.112771000E-03 2.163632000E-03 1.497160000E-03 1.032978000E-03 7.117480000E-04 4.905340000E-04 3.388030000E-04 2.350660000E-04 1.643640000E-04 1.163230000E-04 8.377700000E-05 6.176000000E-05 4.686300000E-05 3.671500000E-05 2.969300000E-05 2.468700000E-05 2.096500000E-05 1.805200000E-05 1.564800000E-05
305 3.227202000E-03 2.229903000E-03 1.535521000E-03 1.054953000E-03 7.239430000E-04 4.967950000E-04 3.414420000E-04 2.354860000E-04 1.634480000E-04 1.146370000E-04 8.164700000E-05 5.938300000E-05 4.433100000E-05 3.409600000E-05 2.705800000E-05 2.212600000E-05 1.854900000E-05 1.584500000E-05 1.368900000E-05
310 3.249530000E-03 2.234312000E-03 1.532495000E-03 1.049443000E-03 7.181050000E-04 4.914800000E-04 3.368900000E-04 2.317450000E-04 1.604580000E-04 1.122780000E-04 7.977400000E-05 5.780300000E-05 4.284800000E-05 3.256800000E-05 2.543100000E-05 2.041500000E-05 1.681700000E-05 1.416500000E-05 1.212600000E-05
315 2.880115000E-03 1.970182000E-03 1.346419000E-03 9.199140000E-04 6.288640000E-04 4.306290000E-04 2.958930000E-04 2.046060000E-04 1.429660000E-04 1.014570000E-04 7.344300000E-05 5.430300000E-05 4.095000000E-05 3.142100000E-05 2.450000000E-05 1.947700000E-05 1.580600000E-05 1.310600000E-05 1.107300000E-05
320 1.615807000E-03 1.089348000E-03 7.377900000E-04 5.024160000E-04 3.445060000E-04 2.385090000E-04 1.674780000E-04 1.200960000E-04 8.869900000E-05 6.787700000E-05 5.381800000E-05 4.370000000E-05 3.578000000E-05 2.916000000E-05 2.359000000E-05 1.903300000E-05 1.545900000E-05 1.273000000E-05 1.064000000E-05
325 -1.036267000E-03 -7.521600000E-04 -5.331750000E-04 -3.704010000E-04 -2.521850000E-04 -1.673830000E-04 -1.067620000E-04 -6.319700000E-05 -3.159500000E-05 -8.642000000E-06 7.432000000E-06 1.752900000E-05 2.237600000E-05 2.313400000E-05 2.135000000E-05 1.853600000E-05 1.561400000E-05 1.306300000E-05 1.096200000E-05
330 1.217540000E-03 8.732920000E-04 6.180600000E-04 4.334820000E-04 3.024130000E-04 2.105700000E-04 1.468550000E-04 1.030070000E-04 7.306200000E-05 -1.414590000E-04 -7.804400000E-05 -3.406500000E-05 -6.072000000E-06 9.187000000E-06 1.558500000E-05 1.690000000E-05 1.588200000E-05 1.409000000E-05 1.222300000E-05
335 1.370103000E-03 9.816500000E-04 6.932850000E-04 4.845610000E-04 3.362660000E-04 2.323340000E-04 1.602480000E-04 1.106900000E-04 7.691400000E-05 5.412900000E-05 3.896400000E-05 2.903500000E-05 -5.330600000E-05 -1.642600000E-05 3.579000000E-06 1.256100000E-05 1.547700000E-05 1.557500000E-05 1.449600000E-05
340 1.723826000E-03 1.234894000E-03 8.709970000E-04 6.071060000E-04 4.193740000E-04 2.877020000E-04 1.963600000E-04 1.335920000E-04 9.087900000E-05 6.216000000E-05 4.315400000E-05 3.083100000E-05 2.302100000E-05 1.816400000E-05 1.515700000E-05 4.120000000E-06 1.323700000E-05 1.670300000E-05 1.734700000E-05
