N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 9.147666000E-03 9.609634000E-03 9.924886000E-03 1.014499700E-02
1.016672606E+01 9.112490000E-03 9.558831000E-03 9.855797000E-03 1.005509100E-02
1.033324570E+01 9.061203000E-03 9.484975000E-03 9.755702000E-03 9.925346000E-03
1.049996187E+01 8.986661000E-03 9.378084000E-03 9.611555000E-03 9.739568000E-03
1.066670514E+01 8.878810000E-03 9.224388000E-03 9.405793000E-03 9.476572000E-03
1.083333839E+01 8.724927000E-03 9.005479000E-03 9.115805000E-03 9.110353000E-03
1.100000000E+01 8.131915000E-03 8.697958000E-03 8.714598000E-03 8.612361000E-03
1.116672606E+01 4.899741000E-03 8.274472000E-03 8.174058000E-03 7.957743000E-03
1.133324570E+01 3.332890000E-04 7.707712000E-03 7.472796000E-03 7.137405000E-03
1.149996187E+01 -6.059250000E-03 6.979360000E-03 6.610055000E-03 6.175431000E-03
1.166670514E+01 -1.477540300E-02 -9.973710000E-04 5.623718000E-03 5.144776000E-03
1.183333839E+01 -2.627510700E-02 -1.666550300E-02 -1.094801900E-02 -7.978677000E-03
1.200000000E+01 -4.075914000E-02 -3.540507200E-02 -3.303621600E-02 -3.227977800E-02
1.216672606E+01 -5.787001500E-02 -5.605316800E-02 -5.567653700E-02 -5.546634700E-02
1.233324570E+01 -7.643439400E-02 -7.653649100E-02 -7.626857300E-02 -7.494407700E-02
1.249996187E+01 -9.450183700E-02 -9.447188700E-02 -9.270229500E-02 -8.936143900E-02
1.266670514E+01 -1.099660960E-01 -1.082003020E-01 -1.042544620E-01 -9.893415000E-02
1.283333839E+01 -1.214522330E-01 -1.173948590E-01 -1.115055270E-01 -1.047383390E-01
1.300000000E+01 -1.287900890E-01 -1.227695210E-01 -1.155269520E-01 -1.078408230E-01
