T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169479649E+00 1.392115872E+0 -2.226362230E-01 1.169479649E+00 1.392115872E+0 -2.226362230E-01
295 1.176603812E+00 1.321173360E+0 -1.445695480E-01 1.176603812E+00 1.321173360E+0 -1.445695480E-01
300 1.174056972E+00 1.264109627E+0 -9.005265500E-02 1.174056972E+00 1.264109627E+0 -9.005265500E-02
305 1.180453380E+00 1.218124691E+0 -3.767131100E-02 1.180453380E+00 1.218124691E+0 -3.767131100E-02
310 1.181964252E+00 1.180964570E+0 9.996820000E-04 1.181964252E+00 1.180964570E+0 9.996820000E-04
315 1.182544456E+00 1.150832828E+0 3.171162800E-02 1.182544456E+00 1.150832828E+0 3.171162800E-02
320 1.186614473E+00 1.126305858E+0 6.030861500E-02 1.186614473E+00 1.126305858E+0 6.030861500E-02
325 1.189000010E+00 1.106258597E+0 8.274141300E-02 1.189000010E+00 1.106258597E+0 8.274141300E-02
330 1.179551865E+00 1.089802504E+0 8.974936100E-02 1.179551865E+00 1.089802504E+0 8.974936100E-02
335 1.164674341E+00 1.076235256E+0 8.843908500E-02 1.164674341E+00 1.076235256E+0 8.843908500E-02
340 1.151940581E+00 1.065000680E+0 8.693990100E-02 1.151940581E+00 1.065000680E+0 8.693990100E-02
