N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 8.732072000E-03 5.158340000E-03 -3.319345000E-03 -2.100359400E-02 -5.452801800E-02 -1.102250390E-01 -1.314602400E-01 -6.511263600E-02 5.512299000E-03 1.017518400E-02 1.636944200E-02
1.600000000E+01 3.168677400E-02 3.108542800E-02 3.065919900E-02 3.054466900E-02 3.017887300E-02 2.967975200E-02 2.896511100E-02 2.714551600E-02 2.365494200E-02 1.745935500E-02 5.800625000E-03
1.700000000E+01 6.908595400E-02 6.716937100E-02 6.509135100E-02 6.347504800E-02 6.173041700E-02 6.036807500E-02 5.990003600E-02 5.965019700E-02 5.945032900E-02 6.082747700E-02 6.240583800E-02
1.549996187E+01 2.262766500E-02 2.240977300E-02 2.196325700E-02 2.034880200E-02 1.706079700E-02 1.076642100E-02 -1.475907000E-03 -2.350435000E-02 -6.066962900E-02 -1.174531750E-01 -1.556869580E-01
1.649996187E+01 5.476240500E-02 5.291307900E-02 5.157236600E-02 5.010125500E-02 4.895479200E-02 4.841383400E-02 4.790261300E-02 4.765012100E-02 4.789848800E-02 4.781528300E-02 4.748769300E-02
1.674996808E+01 6.296333700E-02 6.105068300E-02 5.952091400E-02 5.773989800E-02 5.626185600E-02 5.550786500E-02 5.489103500E-02 5.468704500E-02 5.528936400E-02 5.578778700E-02 5.662690000E-02
1.624993176E+01 4.242774900E-02 4.106717700E-02 3.983108700E-02 3.911713800E-02 3.845615200E-02 3.797736700E-02 3.790011500E-02 3.738927600E-02 3.656159700E-02 3.533767800E-02 3.225968800E-02
1.574996808E+01 2.646400200E-02 2.667462000E-02 2.652762500E-02 2.615441500E-02 2.487818200E-02 2.328502600E-02 2.010004900E-02 1.292338400E-02 7.382970000E-04 -2.233784300E-02 -5.773068000E-02
1.524993176E+01 1.678079000E-02 1.601645500E-02 1.357482900E-02 8.227033000E-03 -2.643288000E-03 -2.321189200E-02 -5.987086800E-02 -1.173296470E-01 -1.416730470E-01 -7.653649100E-02 5.188590000E-03
