Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.007681088E+00 1.030572057E+0 -2.289096900E-02 1.007681088E+00 1.030572057E+0 -2.289096900E-02
1.468000E+10 1.007819046E+00 1.032091831E+0 -2.427278500E-02 1.007819046E+00 1.032091831E+0 -2.427278500E-02
2.154000E+10 1.007912475E+00 1.033672354E+0 -2.575987900E-02 1.007912475E+00 1.033672354E+0 -2.575987900E-02
3.162000E+10 1.007972054E+00 1.035318756E+0 -2.734670200E-02 1.007972054E+00 1.035318756E+0 -2.734670200E-02
4.642000E+10 1.008005354E+00 1.037030704E+0 -2.902535000E-02 1.008005354E+00 1.037030704E+0 -2.902535000E-02
6.813000E+10 1.008017778E+00 1.038807834E+0 -3.079005600E-02 1.008017778E+00 1.038807834E+0 -3.079005600E-02
1.000000E+11 1.008013012E+00 1.040652536E+0 -3.263952400E-02 1.008013012E+00 1.040652536E+0 -3.263952400E-02
1.468000E+11 1.007994636E+00 1.042566083E+0 -3.457144700E-02 1.007994636E+00 1.042566083E+0 -3.457144700E-02
2.154000E+11 1.007968307E+00 1.044545935E+0 -3.657762800E-02 1.007968307E+00 1.044545935E+0 -3.657762800E-02
3.162000E+11 1.007945242E+00 1.046597354E+0 -3.865211200E-02 1.007945242E+00 1.046597354E+0 -3.865211200E-02
4.642000E+11 1.007947015E+00 1.048718682E+0 -4.077166700E-02 1.007947015E+00 1.048718682E+0 -4.077166700E-02
6.813000E+11 1.008010571E+00 1.050908203E+0 -4.289763200E-02 1.008010571E+00 1.050908203E+0 -4.289763200E-02
1.000000E+12 1.008190482E+00 1.053167543E+0 -4.497706100E-02 1.008190482E+00 1.053167543E+0 -4.497706100E-02
1.468000E+12 1.008643568E+00 1.055496873E+0 -4.685330500E-02 1.008643568E+00 1.055496873E+0 -4.685330500E-02
2.154000E+12 1.009526995E+00 1.057891697E+0 -4.836470200E-02 1.009526995E+00 1.057891697E+0 -4.836470200E-02
3.162000E+12 1.010901027E+00 1.060356921E+0 -4.945589400E-02 1.010901027E+00 1.060356921E+0 -4.945589400E-02
4.642000E+12 1.012293952E+00 1.062889021E+0 -5.059506900E-02 1.012293952E+00 1.062889021E+0 -5.059506900E-02
6.813000E+12 1.014367738E+00 1.065484436E+0 -5.111669800E-02 1.014367738E+00 1.065484436E+0 -5.111669800E-02
1.000000E+13 1.016888337E+00 1.068143557E+0 -5.125522000E-02 1.016888337E+00 1.068143557E+0 -5.125522000E-02
