Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.203448852E+00 1.235918322E+0 -3.246947000E-02 1.203448852E+00 1.235918322E+0 -3.246947000E-02
1.468000E+10 1.203498095E+00 1.129756527E+0 7.374156800E-02 1.203498095E+00 1.129756527E+0 7.374156800E-02
2.154000E+10 1.203571205E+00 1.071055086E+0 1.325161190E-01 1.203571205E+00 1.071055086E+0 1.325161190E-01
3.162000E+10 1.203677074E+00 1.038733150E+0 1.649439240E-01 1.203677074E+00 1.038733150E+0 1.649439240E-01
4.642000E+10 1.203829438E+00 1.021046088E+0 1.827833500E-01 1.203829438E+00 1.021046088E+0 1.827833500E-01
6.813000E+10 1.204049167E+00 1.011409445E+0 1.926397220E-01 1.204049167E+00 1.011409445E+0 1.926397220E-01
1.000000E+11 1.204362654E+00 1.006169605E+0 1.981930490E-01 1.204362654E+00 1.006169605E+0 1.981930490E-01
1.468000E+11 1.204804275E+00 1.003327889E+0 2.014763860E-01 1.204804275E+00 1.003327889E+0 2.014763860E-01
2.154000E+11 1.205416347E+00 1.001792638E+0 2.036237090E-01 1.205416347E+00 1.001792638E+0 2.036237090E-01
3.162000E+11 1.206243789E+00 1.000962994E+0 2.052807950E-01 1.206243789E+00 1.000962994E+0 2.052807950E-01
4.642000E+11 1.207327651E+00 1.000516266E+0 2.068113850E-01 1.207327651E+00 1.000516266E+0 2.068113850E-01
6.813000E+11 1.208691763E+00 1.000276375E+0 2.084153880E-01 1.208691763E+00 1.000276375E+0 2.084153880E-01
1.000000E+12 1.210326909E+00 1.000147675E+0 2.101792340E-01 1.210326909E+00 1.000147675E+0 2.101792340E-01
1.468000E+12 1.212320406E+00 1.000078753E+0 2.122416530E-01 1.212320406E+00 1.000078753E+0 2.122416530E-01
2.154000E+12 1.214109956E+00 1.000041961E+0 2.140679950E-01 1.214109956E+00 1.000041961E+0 2.140679950E-01
3.162000E+12 1.215968606E+00 1.000022306E+0 2.159463000E-01 1.215968606E+00 1.000022306E+0 2.159463000E-01
4.642000E+12 1.218518711E+00 1.000011838E+0 2.185068730E-01 1.218518711E+00 1.000011838E+0 2.185068730E-01
6.813000E+12 1.223843737E+00 1.000006276E+0 2.238374610E-01 1.223843737E+00 1.000006276E+0 2.238374610E-01
1.000000E+13 1.224754595E+00 1.000003322E+0 2.247512730E-01 1.224754595E+00 1.000003322E+0 2.247512730E-01
