fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0S01 8:18:48 293.2 39.54 1.000E+000 8.809E-001 4.994E-006 6.637E+002 2.701E+000 2.101E-008 1.667E-005 1.063E-002 1.665E-005 4.429E-008 2.503E-001 5.300E-003 8.199E-006 9.328E-002 
0S02 8:29:34 297 39.04 1.000E+000 1.142E+000 5.630E-006 6.824E+002 2.673E+000 2.504E-008 1.646E-005 1.070E-002 1.643E-005 4.404E-008 2.504E-001 5.400E-003 8.002E-006 8.637E-003 
0S03 8:45:54 296.9 39.05 1.000E+000 1.113E+000 3.443E-006 6.819E+002 2.595E+000 2.610E-008 1.667E-005 1.084E-002 1.664E-005 4.517E-008 2.504E-001 5.400E-003 8.211E-006 2.786E-003 
0S04 9:04:36 302.3 38.35 1.000E+000 1.178E+000 5.806E-006 7.079E+002 2.635E+000 3.112E-008 1.669E-005 1.111E-002 1.666E-005 4.635E-008 2.505E-001 5.600E-003 8.126E-006 5.508E-004 
0S05 9:21:32 305.8 37.91 1.000E+000 1.052E+000 5.703E-006 7.241E+002 2.611E+000 3.574E-008 1.650E-005 1.112E-002 1.647E-005 4.590E-008 2.506E-001 5.600E-003 8.047E-006 1.979E-002 
0S06 9:36:08 309 37.52 1.000E+000 1.176E+000 5.784E-006 7.382E+002 2.591E+000 4.041E-008 1.679E-005 1.141E-002 1.676E-005 4.796E-008 2.507E-001 5.700E-003 8.266E-006 3.909E-004 
0S07 9:54:04 312.5 37.1 1.000E+000 1.099E+000 5.790E-006 7.527E+002 2.564E+000 4.588E-008 1.631E-005 1.114E-002 1.628E-005 4.552E-008 2.509E-001 5.600E-003 7.982E-006 4.244E-004 
0S08 10:12:34 316.4 36.64 1.000E+000 1.111E+000 5.712E-006 7.675E+002 2.543E+000 5.228E-008 1.678E-005 1.148E-002 1.675E-005 4.828E-008 2.510E-001 5.800E-003 8.179E-006 1.022E-002 
0S09 10:30:32 320.3 36.2 1.000E+000 1.217E+000 5.807E-006 7.806E+002 2.523E+000 5.904E-008 1.677E-005 1.143E-002 1.674E-005 4.807E-008 2.512E-001 5.700E-003 8.287E-006 3.988E-001 
0S10 10:46:44 323.6 35.83 1.000E+000 1.031E+000 6.277E-006 7.902E+002 2.481E+000 6.790E-008 1.625E-005 1.104E-002 1.623E-005 4.501E-008 2.513E-001 5.500E-003 8.036E-006 1.811E-002 
0S11 11:03:30 326.3 35.53 1.000E+000 1.095E+000 6.655E-006 7.968E+002 2.473E+000 7.239E-008 1.539E-005 1.035E-002 1.537E-005 3.997E-008 2.513E-001 5.200E-003 7.539E-006 2.421E+000 
0S12 11:18:46 329.2 35.22 1.000E+000 1.150E+000 6.676E-006 8.026E+002 2.460E+000 7.860E-008 1.643E-005 1.090E-002 1.640E-005 4.495E-008 2.515E-001 5.500E-003 8.022E-006 5.475E-001 
0S13 11:35:58 332.6 34.86 1.000E+000 1.090E+000 6.872E-006 8.075E+002 2.446E+000 8.560E-008 1.669E-005 1.084E-002 1.667E-005 4.548E-008 2.517E-001 5.400E-003 8.268E-006 1.147E-002 
0S14 11:55:56 336.1 34.5 1.000E+000 1.102E+000 7.265E-006 8.103E+002 2.417E+000 9.606E-008 1.628E-005 1.034E-002 1.625E-005 4.233E-008 2.518E-001 5.200E-003 7.983E-006 4.278E-004 
0S15 12:17:40 339.6 34.14 1.000E+000 1.095E+000 7.607E-006 8.106E+002 2.401E+000 1.048E-007 1.636E-005 1.008E-002 1.633E-005 4.147E-008 2.519E-001 5.100E-003 7.970E-006 2.902E+000 
