d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.268297368E+00 1.242353975E+00 2.594339300E-02 1.268256873E+00 1.242313856E+00 2.594301700E-02 4.049500000E-05 4.011900000E-05
150 295 1.266566499E+00 1.240205921E+00 2.636057800E-02 1.266530397E+00 1.240169456E+00 2.636094100E-02 3.610200000E-05 3.646500000E-05
150 300 1.265748551E+00 1.239423119E+00 2.632543200E-02 1.265716684E+00 1.239389760E+00 2.632692400E-02 3.186700000E-05 3.335900000E-05
150 305 1.265606645E+00 1.239431733E+00 2.617491200E-02 1.265578680E+00 1.239401354E+00 2.617732600E-02 2.796500000E-05 3.037900000E-05
150 310 1.265932329E+00 1.240120800E+00 2.581152900E-02 1.265907743E+00 1.240093080E+00 2.581466300E-02 2.458600000E-05 2.772000000E-05
150 315 1.266236183E+00 1.241056009E+00 2.518017400E-02 1.266214349E+00 1.241030795E+00 2.518355400E-02 2.183400000E-05 2.521400000E-05
150 320 1.265993581E+00 1.242578149E+00 2.341543200E-02 1.265973843E+00 1.242554406E+00 2.341943700E-02 1.973800000E-05 2.374300000E-05
150 325 1.263924120E+00 1.244000839E+00 1.992328100E-02 1.263905757E+00 1.243977706E+00 1.992805100E-02 1.836300000E-05 2.313300000E-05
150 330 1.258687755E+00 1.244839007E+00 1.384874800E-02 1.258670132E+00 1.244815646E+00 1.385448600E-02 1.762300000E-05 2.336100000E-05
150 335 1.247296336E+00 1.244577955E+00 2.718381000E-03 1.247278842E+00 1.244552673E+00 2.726169000E-03 1.749400000E-05 2.528200000E-05
150 340 1.225410678E+00 1.241336277E+00 -1.592559900E-02 1.225392949E+00 1.241307076E+00 -1.591412700E-02 1.772900000E-05 2.920100000E-05
180 290 1.268556670E+00 1.242473467E+00 2.608320300E-02 1.268516717E+00 1.242433802E+00 2.608291500E-02 3.995300000E-05 3.966500000E-05
180 295 1.266831318E+00 1.240409080E+00 2.642223800E-02 1.266795671E+00 1.240373029E+00 2.642264200E-02 3.564700000E-05 3.605100000E-05
180 300 1.265966938E+00 1.239607023E+00 2.635991500E-02 1.265935500E+00 1.239574079E+00 2.636142100E-02 3.143800000E-05 3.294400000E-05
180 305 1.265809339E+00 1.239583201E+00 2.622613800E-02 1.265781715E+00 1.239553222E+00 2.622849300E-02 2.762400000E-05 2.997900000E-05
180 310 1.265458942E+00 1.240018212E+00 2.544073000E-02 1.265434646E+00 1.239990887E+00 2.544375900E-02 2.429600000E-05 2.732500000E-05
180 315 1.265718876E+00 1.240926780E+00 2.479209600E-02 1.265697236E+00 1.240901902E+00 2.479533400E-02 2.164000000E-05 2.487800000E-05
180 320 1.265400698E+00 1.241954462E+00 2.344623600E-02 1.265381017E+00 1.241930916E+00 2.345010100E-02 1.968100000E-05 2.354600000E-05
180 325 1.263358212E+00 1.243682937E+00 1.967527500E-02 1.263339736E+00 1.243659931E+00 1.967980500E-02 1.847600000E-05 2.300600000E-05
180 330 1.257830030E+00 1.244205199E+00 1.362483100E-02 1.257811937E+00 1.244181677E+00 1.363026000E-02 1.809300000E-05 2.352200000E-05
