d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.227154011E+00 1.205265485E+00 2.188852600E-02 1.225394317E+00 1.202806585E+00 2.258773200E-02 1.759694000E-03 2.458900000E-03
150 295 1.227383332E+00 1.206666995E+00 2.071633700E-02 1.225801276E+00 1.204369280E+00 2.143199600E-02 1.582056000E-03 2.297715000E-03
150 300 1.226687532E+00 1.208091647E+00 1.859588500E-02 1.225217111E+00 1.205940110E+00 1.927700100E-02 1.470421000E-03 2.151537000E-03
150 305 1.223579138E+00 1.210212877E+00 1.336626100E-02 1.222171458E+00 1.208092633E+00 1.407882500E-02 1.407680000E-03 2.120244000E-03
150 310 1.215014941E+00 1.212282469E+00 2.732472000E-03 1.213662326E+00 1.210123911E+00 3.538415000E-03 1.352615000E-03 2.158558000E-03
150 315 1.195902533E+00 1.213595421E+00 -1.769288800E-02 1.194680227E+00 1.211352129E+00 -1.667190200E-02 1.222306000E-03 2.243292000E-03
150 320 1.157997432E+00 1.213839515E+00 -5.584208300E-02 1.157138471E+00 1.211433639E+00 -5.429516800E-02 8.589610000E-04 2.405876000E-03
150 325 1.090610734E+00 1.210777974E+00 -1.201672400E-01 1.090565036E+00 1.208202445E+00 -1.176374090E-01 4.569800000E-05 2.575529000E-03
150 330 1.011770990E+00 1.200073302E+00 -1.883023120E-01 1.010927316E+00 1.197442649E+00 -1.865153330E-01 8.436740000E-04 2.630653000E-03
150 335 1.012113286E+00 1.173847552E+00 -1.617342660E-01 1.011231707E+00 1.171510906E+00 -1.602791990E-01 8.815790000E-04 2.336646000E-03
150 340 1.013683538E+00 1.118227755E+00 -1.045442170E-01 1.012648963E+00 1.116999796E+00 -1.043508330E-01 1.034575000E-03 1.227959000E-03
180 290 1.222993708E+00 1.201948221E+00 2.104548700E-02 1.221556285E+00 1.199948734E+00 2.160755100E-02 1.437423000E-03 1.999487000E-03
180 295 1.223311893E+00 1.203607907E+00 1.970398600E-02 1.221991586E+00 1.201702868E+00 2.028871800E-02 1.320307000E-03 1.905039000E-03
180 300 1.222386086E+00 1.205267605E+00 1.711848100E-02 1.221124927E+00 1.203471969E+00 1.765295800E-02 1.261159000E-03 1.795636000E-03
