N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 335 1.800E-4 1.010038847E+00 1.011135496E+00
1.468000E+10 1.000E+15 335 1.800E-4 1.010303859E+00 1.011111925E+00
2.154000E+10 1.000E+15 335 1.800E-4 1.010529170E+00 1.011124179E+00
3.162000E+10 1.000E+15 335 1.800E-4 1.010757882E+00 1.011119011E+00
4.642000E+10 1.000E+15 335 1.800E-4 1.010833966E+00 1.011182171E+00
6.813000E+10 1.000E+15 335 1.800E-4 1.010960860E+00 1.011138931E+00
1.000000E+11 1.000E+15 335 1.800E-4 1.010988994E+00 1.011112895E+00
1.468000E+11 1.000E+15 335 1.800E-4 1.011182117E+00 1.011195916E+00
2.154000E+11 1.000E+15 335 1.800E-4 1.011413054E+00 1.011346475E+00
3.162000E+11 1.000E+15 335 1.800E-4 1.011641570E+00 1.011647071E+00
4.642000E+11 1.000E+15 335 1.800E-4 1.011948616E+00 1.012021199E+00
6.813000E+11 1.000E+15 335 1.800E-4 1.012324093E+00 1.012347498E+00
1.000000E+12 1.000E+15 335 1.800E-4 1.012596883E+00 1.012676320E+00
1.468000E+12 1.000E+15 335 1.800E-4 1.013177499E+00 1.013193695E+00
2.154000E+12 1.000E+15 335 1.800E-4 1.013848708E+00 1.015323300E+00
3.162000E+12 1.000E+15 335 1.800E-4 1.015236467E+00 1.017087218E+00
4.642000E+12 1.000E+15 335 1.800E-4 1.033492838E+00 1.030446662E+00
6.813000E+12 1.000E+15 335 1.800E-4 1.057648893E+00 1.057656755E+00
1.000000E+13 1.000E+15 335 1.800E-4 1.073424581E+00 1.073433524E+00
