N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.9E11	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	2.96794618	1	1	1
2.2E11	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	3.39014973	1	1	1
2.6E11	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	3.75712558	1	1	1
3.0E11	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	3.0765115	1	1	1
3.7E11	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	4.32857143	1	1	1
5.4E11	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	4.01428571	1	1	1
7.1E11	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	5.82464746	1	1	1
1.3E12	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	7.49775067	1	1	1
3.7E12	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	8.49247154	1	1	1
6.6E12	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	11.44662345	1	1	1
7.2E12	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	11.98129749	1	1	1
7.6E12	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	10.88739067	1	1	1
8.9E12	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	11.94426012	1	1	1
4.9E12	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	12.05	1	1	1
1.4E13	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	14.97766489	1	1	1
1.9E13	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	15.38529751	1	1	1
2.8E13	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	16.46928201	1	1	1
2.9E13	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	16.29766298	1	1	1
4.2E13	1.36E+15	340	3.8E-4	1	1	1	1	1	1	1	1	17.12850865	1	1	1
3.9E11	1.36E+15	300	3.8E-4	1	1	1	1	1	1	1	1	5.99555885	1	1	1
3.7E12	1.36E+15	300	3.8E-4	1	1	1	1	1	1	1	1	12.76212072	1	1	1
4.9E12	1.36E+15	300	3.8E-4	1	1	1	1	1	1	1	1	14.54285714	1	1	1
6.6E12	1.36E+15	300	3.8E-4	1	1	1	1	1	1	1	1	14.19501134	1	1	1
2.8E13	1.36E+15	300	3.8E-4	1	1	1	1	1	1	1	1	18.66	1	1	1
2.9E13	1.36E+15	300	3.8E-4	1	1	1	1	1	1	1	1	18.55862952	1	1	1
4.2E13	1.36E+15	320	3.8E-4	1	1	1	1	1	1	1	1	19.82767062	1	1	1
2.9E13	1.36E+15	320	3.8E-4	1	1	1	1	1	1	1	1	17.76626681	1	1	1
3.9E11	1.36E+15	320	3.8E-4	1	1	1	1	1	1	1	1	6.17	1	1	1
4.9E12	1.36E+15	320	3.8E-4	1	1	1	1	1	1	1	1	13.43571429	1	1	1
2.8E13	1.36E+15	330	3.8E-4	1	1	1	1	1	1	1	1	17.1846479	1	1	1
4.2E13	1.36E+15	330	3.8E-4	1	1	1	1	1	1	1	1	18.18351361	1	1	1
2.8E13	1.36E+15	310	3.8E-4	1	1	1	1	1	1	1	1	17.74073384	1	1	1
2.8E13	1.36E+15	325	3.8E-4	1	1	1	1	1	1	1	1	17.53041911	1	1	1
2.6E11	1.36E+15	305	3.8E-4	1	1	1	1	1	1	1	1	4.82625483	1	1	1
