N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
2.6E11	1.36E15	340	3.8E-4	1	1	1	1	1	1	1	1	3.75712558	4.97718789	0.84104289	1
3.7E11	1.36E15	340	3.8E-4	1	1	1	1	1	1	1	1	4.32857143	6.3	2.5	1
5.4E11	1.36E15	340	3.8E-4	1	1	1	1	1	1	1	1	4.01428571	10.16428571	0.68	1
6.6E12	1.36E15	340	3.8E-4	1	1	1	1	1	1	1	1	11.44662345	14.46040373	3.15229776	1
4.9E12	1.36E15	340	3.8E-4	1	1	1	1	1	1	1	1	12.05	21.02142857	9.84	1
2.8E13	1.36E15	340	3.8E-4	1	1	1	1	1	1	1	1	16.46928201	21.93255351	6.31578947	1
4.2E13	1.36E15	340	3.8E-4	1	1	1	1	1	1	1	1	17.12850865	22.14903252	7.09156194	1
3.9E11	1.36E15	300	3.8E-4	1	1	1	1	1	1	1	1	5.99555885	9.37142857	0.58	1
3.7E12	1.36E15	300	3.8E-4	1	1	1	1	1	1	1	1	12.76212072	14.57238414	1.52631579	1
6.6E12	1.36E15	300	3.8E-4	1	1	1	1	1	1	1	1	14.19501134	15.16271001	0.98855359	1
2.8E13	1.36E15	300	3.8E-4	1	1	1	1	1	1	1	1	18.66	23.11462219	4.61095101	1
2.9E13	1.36E15	300	3.8E-4	1	1	1	1	1	1	1	1	18.55862952	22.92882313	4.10894597	1
4.2E13	1.36E15	320	3.8E-4	1	1	1	1	1	1	1	1	19.82767062	25.79718292	5.84882896	1
3.9E11	1.36E15	320	3.8E-4	1	1	1	1	1	1	1	1	6.17	13.22142857	1.42	1
2.8E13	1.36E15	330	3.8E-4	1	1	1	1	1	1	1	1	17.1846479	21.6517437	6.15327929	1
2.6E11	1.36E15	305	3.8E-4	1	1	1	1	1	1	1	1	4.82625483	8.283	0.67666961	1
