N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.048580000E-04 5.652270000E-04 4.673350000E-04 3.879980000E-04
1.016672606E+01 4.802410000E-04 3.840230000E-04 3.170670000E-04 2.631340000E-04
1.033324570E+01 3.275520000E-04 2.615100000E-04 2.158220000E-04 1.792280000E-04
1.049996187E+01 2.237350000E-04 1.785310000E-04 1.474360000E-04 1.226780000E-04
1.066670514E+01 1.531280000E-04 1.222720000E-04 1.011770000E-04 8.452000000E-05
1.083333839E+01 1.050950000E-04 8.410700000E-05 6.987700000E-05 5.877400000E-05
1.100000000E+01 7.244400000E-05 5.822700000E-05 4.873400000E-05 4.147300000E-05
1.116672606E+01 5.025600000E-05 4.072500000E-05 3.450600000E-05 2.990500000E-05
1.133324570E+01 3.521900000E-05 2.892400000E-05 2.497900000E-05 2.224600000E-05
1.149996187E+01 2.506600000E-05 2.102000000E-05 1.866700000E-05 1.719100000E-05
1.166670514E+01 1.823800000E-05 1.575300000E-05 1.448500000E-05 1.381900000E-05
1.183333839E+01 1.367200000E-05 1.224700000E-05 1.165500000E-05 1.145900000E-05
1.200000000E+01 1.061000000E-05 9.859000000E-06 9.658000000E-06 9.660000000E-06
1.216672606E+01 8.522000000E-06 8.172000000E-06 8.133000000E-06 8.195000000E-06
1.233324570E+01 7.039000000E-06 6.883000000E-06 6.896000000E-06 6.958000000E-06
1.249996187E+01 5.927000000E-06 5.849000000E-06 5.874000000E-06 5.921000000E-06
1.266670514E+01 5.051000000E-06 5.013000000E-06 5.038000000E-06 5.082000000E-06
1.283333839E+01 4.343000000E-06 4.325000000E-06 4.353000000E-06 4.403000000E-06
1.300000000E+01 3.755000000E-06 3.757000000E-06 3.795000000E-06 3.838000000E-06
