fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 10:7 303 38.26 1.000E+000 2.349E+000 2.447E-006 5.900E+004 2.383E+000 8.151E-008 1.458E-004 2.582E-001 1.457E-004 1.844E-005 4.900E-001 1.733E-001 1.063E-004 1.441E-003 
UDL1 10:9 303.1 38.25 1.000E+000 2.305E+000 2.602E-006 5.877E+004 2.357E+000 8.569E-008 1.463E-004 2.582E-001 1.462E-004 1.858E-005 4.922E-001 1.736E-001 1.070E-004 2.251E-003 
UDL2 10:12 303.2 38.24 1.000E+000 2.230E+000 2.788E-006 5.855E+004 2.358E+000 8.527E-008 1.469E-004 2.579E-001 1.469E-004 1.864E-005 4.918E-001 1.734E-001 1.074E-004 8.730E-004 
UDL3 10:15 303.2 38.24 1.000E+000 2.216E+000 2.886E-006 5.855E+004 2.334E+000 8.932E-008 1.467E-004 2.580E-001 1.467E-004 1.869E-005 4.939E-001 1.737E-001 1.075E-004 3.854E-003 
UDL4 10:17 303.2 38.24 1.000E+000 2.250E+000 2.782E-006 5.855E+004 2.347E+000 8.664E-008 1.453E-004 2.570E-001 1.452E-004 1.836E-005 4.919E-001 1.728E-001 1.062E-004 4.642E-003 
UDL5 10:20 303.2 38.24 1.000E+000 2.250E+000 2.705E-006 5.855E+004 2.356E+000 8.486E-008 1.470E-004 2.575E-001 1.470E-004 1.861E-005 4.916E-001 1.731E-001 1.074E-004 1.101E-003 
UDL6 10:22 303.2 38.24 1.000E+000 2.225E+000 2.799E-006 5.855E+004 2.347E+000 8.600E-008 1.457E-004 2.567E-001 1.457E-004 1.839E-005 4.916E-001 1.726E-001 1.065E-004 2.171E-003 
UDL7 10:24 303.3 38.23 1.000E+000 2.149E+000 3.149E-006 5.833E+004 2.310E+000 9.240E-008 1.466E-004 2.570E-001 1.466E-004 1.865E-005 4.950E-001 1.732E-001 1.076E-004 3.346E-003 
UDL8 10:28 303.4 38.21 1.000E+000 2.177E+000 2.982E-006 5.811E+004 2.336E+000 8.804E-008 1.465E-004 2.565E-001 1.465E-004 1.849E-005 4.922E-001 1.725E-001 1.071E-004 1.335E-003 
UDL9 10:31 303.4 38.21 1.000E+000 2.249E+000 2.736E-006 5.811E+004 2.348E+000 8.610E-008 1.456E-004 2.560E-001 1.455E-004 1.829E-005 4.908E-001 1.720E-001 1.063E-004 2.017E-003 
