cprpf1Mn1.dat - 26.4.2024  :45894000
T=291.99 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 26.4.2024  :45988000
T=291.98 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 26.4.2024  :46082000
T=291.98 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 26.4.2024  :46176000
T=291.99 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 26.4.2024  :46272000
T=292.00 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 26.4.2024  :46366000
T=291.99 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 26.4.2024  :46512000
T=291.99 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 26.4.2024  :46606000
T=291.97 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 26.4.2024  :46700000
T=291.96 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 26.4.2024  :46794000
T=291.95 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 26.4.2024  :46828000
T=291.94 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 26.4.2024  :46924000
T=291.95 f=10000 Vm=0.01 Im=10

cprp0Vn1.dat - 26.4.2024  :47204000
T=291.95 f=1000000 Vm=0.01 Im=10

cprp0Vn2.dat - 26.4.2024  :47458000
T=291.95 f=1000000 Vm=0.01 Im=10

cprp0V4n1.dat - 26.4.2024  :47714000
T=291.96 f=1000000 Vb=0.4 Vm=0.01 Im=10

cprp0V4n2.dat - 26.4.2024  :47720000
T=291.95 f=1000000 Vb=0.4 Vm=0.01 Im=10

rrm1V2n1.dat - 26.4.2024  :48070000
T=291.96 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 26.4.2024  :48214000
T=292.00 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 26.4.2024  :48356000
T=291.95 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 26.4.2024  :48498000
T=291.94 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 26.4.2024  :48642000
T=291.90 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 26.4.2024  :48784000
T=291.91 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 26.4.2024  :48926000
T=291.92 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 26.4.2024  :49070000
T=291.91 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 26.4.2024  :49212000
T=291.91 f=1000000 Vb=0.4 Vm=0.01 Im=10

