N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+15 330 1.800E-4 3.683829E+1 1.593250E+1 5.432200E-1 7.961760E+1
1.468000E+10 3.162E+15 330 1.800E-4 3.682587E+1 1.591670E+1 5.431670E-1 7.957330E+1
2.154000E+10 3.162E+15 330 1.800E-4 3.680769E+1 1.589370E+1 5.430890E-1 7.950860E+1
3.162000E+10 3.162E+15 330 1.800E-4 3.678116E+1 1.586000E+1 5.429740E-1 7.941430E+1
4.642000E+10 3.162E+15 330 1.800E-4 3.674252E+1 1.581100E+1 5.428050E-1 7.927700E+1
6.813000E+10 3.162E+15 330 1.800E-4 3.668644E+1 1.574010E+1 5.425560E-1 7.907820E+1
1.000000E+11 3.162E+15 330 1.800E-4 3.660550E+1 1.563800E+1 5.421890E-1 7.879220E+1
1.468000E+11 3.162E+15 330 1.800E-4 3.648956E+1 1.548770E+1 5.416460E-1 7.836130E+1
2.154000E+11 3.162E+15 330 1.800E-4 3.632536E+1 1.528530E+1 5.408380E-1 7.780320E+1
3.162000E+11 3.162E+15 330 1.800E-4 3.609651E+1 1.501140E+1 5.396160E-1 7.706750E+1
4.642000E+11 3.162E+15 330 1.800E-4 3.578480E+1 1.465260E+1 5.377310E-1 7.614650E+1
6.813000E+11 3.162E+15 330 1.800E-4 3.537355E+1 1.421750E+1 5.348720E-1 7.514380E+1
1.000000E+12 3.162E+15 330 1.800E-4 3.485350E+1 1.372400E+1 5.304400E-1 7.423310E+1
1.468000E+12 3.162E+15 330 1.800E-4 3.422967E+1 1.319770E+1 5.231440E-1 7.370120E+1
2.154000E+12 3.162E+15 330 1.800E-4 3.352404E+1 1.266770E+1 5.112260E-1 7.391390E+1
3.162000E+12 3.162E+15 330 1.800E-4 3.276861E+1 1.214420E+1 4.948030E-1 7.489950E+1
4.642000E+12 3.162E+15 330 1.800E-4 3.199093E+1 1.163960E+1 4.809750E-1 7.564660E+1
6.813000E+12 3.162E+15 330 1.800E-4 3.120333E+1 1.115800E+1 4.712990E-1 7.587340E+1
1.000000E+13 3.162E+15 330 1.800E-4 3.040357E+1 1.068140E+1 4.632970E-1 7.583070E+1
1.468000E+13 3.162E+15 330 1.800E-4 2.958316E+1 1.020780E+1 4.557980E-1 7.570370E+1
2.154000E+13 3.162E+15 330 1.800E-4 2.873488E+1 9.738500E+0 4.484510E-1 7.557350E+1
3.162000E+13 3.162E+15 330 1.800E-4 2.785560E+1 9.261000E+0 4.411400E-1 7.536450E+1
4.642000E+13 3.162E+15 330 1.800E-4 2.694582E+1 8.781500E+0 4.338020E-1 7.512490E+1
6.813000E+13 3.162E+15 330 1.800E-4 2.600845E+1 8.304800E+0 4.264350E-1 7.487930E+1
1.000000E+14 3.162E+15 330 1.800E-4 2.504804E+1 7.823000E+0 4.190030E-1 7.453880E+1
