N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 5.623E+15 295 2.100E-4 1.227299861E+00 1.234341828E+00
1.468000E+10 5.623E+15 295 2.100E-4 1.232396634E+00 1.234364195E+00
2.154000E+10 5.623E+15 295 2.100E-4 1.233054761E+00 1.234396652E+00
3.162000E+10 5.623E+15 295 2.100E-4 1.233530035E+00 1.234443641E+00
4.642000E+10 5.623E+15 295 2.100E-4 1.233890290E+00 1.234511189E+00
6.813000E+10 5.623E+15 295 2.100E-4 1.234186376E+00 1.234607476E+00
1.000000E+11 5.623E+15 295 2.100E-4 1.234458128E+00 1.234742980E+00
1.468000E+11 5.623E+15 295 2.100E-4 1.234738243E+00 1.234930327E+00
2.154000E+11 5.623E+15 295 2.100E-4 1.235054051E+00 1.235183053E+00
3.162000E+11 5.623E+15 295 2.100E-4 1.235426850E+00 1.235513027E+00
4.642000E+11 5.623E+15 295 2.100E-4 1.236059393E+00 1.236927955E+00
6.813000E+11 5.623E+15 295 2.100E-4 1.242379860E+00 1.242419296E+00
1.000000E+12 5.623E+15 295 2.100E-4 1.242966617E+00 1.242992567E+00
1.468000E+12 5.623E+15 295 2.100E-4 1.243576928E+00 1.243593964E+00
2.154000E+12 5.623E+15 295 2.100E-4 1.246638498E+00 1.247000629E+00
3.162000E+12 5.623E+15 295 2.100E-4 1.258172087E+00 1.258425243E+00
4.642000E+12 5.623E+15 295 2.100E-4 1.262366099E+00 1.262380854E+00
6.813000E+12 5.623E+15 295 2.100E-4 1.262817833E+00 1.262822750E+00
1.000000E+13 5.623E+15 295 2.100E-4 1.266759001E+00 1.266957425E+00
