T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200510170E+00 1.201596429E+0 -1.086259000E-03 1.200510170E+00 1.201596429E+0 -1.086259000E-03
295 1.209611822E+00 1.205528425E+0 4.083397000E-03 1.209611822E+00 1.205528425E+0 4.083397000E-03
300 1.207913109E+00 1.209469029E+0 -1.555920000E-03 1.207913109E+00 1.209469029E+0 -1.555920000E-03
305 1.216783220E+00 1.213418013E+0 3.365207000E-03 1.216783220E+00 1.213418013E+0 3.365207000E-03
310 1.215336774E+00 1.217375004E+0 -2.038230000E-03 1.215336774E+00 1.217375004E+0 -2.038230000E-03
315 1.218392723E+00 1.221339298E+0 -2.946575000E-03 1.218392723E+00 1.221339298E+0 -2.946575000E-03
320 1.226679164E+00 1.225309426E+0 1.369738000E-03 1.226679164E+00 1.225309426E+0 1.369738000E-03
325 1.229946191E+00 1.229282260E+0 6.639310000E-04 1.229946191E+00 1.229282260E+0 6.639310000E-04
330 1.237208407E+00 1.233251110E+0 3.957297000E-03 1.237208407E+00 1.233251110E+0 3.957297000E-03
335 1.243768499E+00 1.237201886E+0 6.566613000E-03 1.243768499E+00 1.237201886E+0 6.566613000E-03
340 1.244179320E+00 1.241105456E+0 3.073864000E-03 1.244179320E+00 1.241105456E+0 3.073864000E-03
