T nFsrh nFBsrh dnsrh nF nFB dn
290 1.212006417E+00 1.207069190E+0 4.937227000E-03 1.212006417E+00 1.207069190E+0 4.937227000E-03
295 1.210157642E+00 1.211107953E+0 -9.503110000E-04 1.210157642E+00 1.211107953E+0 -9.503110000E-04
300 1.216208001E+00 1.215155600E+0 1.052401000E-03 1.216208001E+00 1.215155600E+0 1.052401000E-03
305 1.217775620E+00 1.219211959E+0 -1.436339000E-03 1.217775620E+00 1.219211959E+0 -1.436339000E-03
310 1.226883815E+00 1.223276804E+0 3.607011000E-03 1.226883815E+00 1.223276804E+0 3.607011000E-03
315 1.225589823E+00 1.227349763E+0 -1.759940000E-03 1.225589823E+00 1.227349763E+0 -1.759940000E-03
320 1.228948175E+00 1.231430140E+0 -2.481965000E-03 1.228948175E+00 1.231430140E+0 -2.481965000E-03
325 1.237476768E+00 1.235516501E+0 1.960267000E-03 1.237476768E+00 1.235516501E+0 1.960267000E-03
330 1.241038628E+00 1.239605805E+0 1.432823000E-03 1.241038628E+00 1.239605805E+0 1.432823000E-03
335 1.248788982E+00 1.243691606E+0 5.097376000E-03 1.248788982E+00 1.243691606E+0 5.097376000E-03
340 1.255847733E+00 1.247760404E+0 8.087329000E-03 1.255847733E+00 1.247760404E+0 8.087329000E-03
