T nFsrh nFBsrh dnsrh nF nFB dn
290 1.237533822E+00 1.224252054E+0 1.328176800E-02 1.237533822E+00 1.224252054E+0 1.328176800E-02
295 1.235629262E+00 1.228625956E+0 7.003306000E-03 1.235629262E+00 1.228625956E+0 7.003306000E-03
300 1.244880720E+00 1.233009478E+0 1.187124200E-02 1.244880720E+00 1.233009478E+0 1.187124200E-02
305 1.234796277E+00 1.237402441E+0 -2.606164000E-03 1.234796277E+00 1.237402441E+0 -2.606164000E-03
310 1.240243654E+00 1.241804619E+0 -1.560965000E-03 1.240243654E+00 1.241804619E+0 -1.560965000E-03
315 1.247699400E+00 1.246215685E+0 1.483715000E-03 1.247699400E+00 1.246215685E+0 1.483715000E-03
320 1.248776571E+00 1.250635088E+0 -1.858517000E-03 1.248776571E+00 1.250635088E+0 -1.858517000E-03
325 1.258210669E+00 1.255061818E+0 3.148851000E-03 1.258210669E+00 1.255061818E+0 3.148851000E-03
330 1.260203596E+00 1.259493939E+0 7.096570000E-04 1.260203596E+00 1.259493939E+0 7.096570000E-04
335 1.261744312E+00 1.263927697E+0 -2.183385000E-03 1.261744312E+00 1.263927697E+0 -2.183385000E-03
340 1.271114845E+00 1.268355851E+0 2.758994000E-03 1.271114845E+00 1.268355851E+0 2.758994000E-03
