fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
00T1 9:46 294.4 39.38 1.000E+000 1.965E+000 1.192E-011 1.992E+004 2.894E+000 6.108E-006 1.995E-003 
00T2 10:2 296.7 39.08 1.000E+000 1.980E+000 1.838E-011 1.845E+004 2.895E+000 6.865E-006 2.068E-003 
00T3 10:22 299.2 38.75 1.000E+000 2.028E+000 2.887E-011 1.691E+004 2.886E+000 7.721E-006 1.951E-003 
00T4 10:43 302.2 38.37 1.000E+000 2.011E+000 4.623E-011 1.514E+004 2.863E+000 8.732E-006 1.644E-003 
00T5 11:3 305 38.01 1.000E+000 2.046E+000 7.173E-011 1.359E+004 2.833E+000 9.624E-006 1.244E-003 
00T6 11:30 307.8 37.67 1.000E+000 2.125E+000 1.046E-010 1.212E+004 2.829E+000 1.080E-005 2.587E-003 
00T7 11:53 310.2 37.38 1.000E+000 2.103E+000 1.620E-010 1.093E+004 2.810E+000 1.217E-005 1.096E-003 
00T8 12:13 312.8 37.07 1.000E+000 2.060E+000 2.398E-010 9.732E+003 2.801E+000 1.372E-005 1.184E-003 
00T9 12:34 315.5 36.75 1.000E+000 2.092E+000 3.709E-010 8.579E+003 2.782E+000 1.525E-005 1.155E-003 
0T10 12:58 318.9 36.36 1.000E+000 2.117E+000 6.111E-010 7.271E+003 2.767E+000 1.777E-005 1.241E-003 
0T11 13:15 322 36.01 1.000E+000 2.119E+000 9.652E-010 6.223E+003 2.746E+000 1.995E-005 6.249E-004 
0T12 13:36 324.7 35.71 1.000E+000 2.087E+000 1.415E-009 5.429E+003 2.738E+000 2.250E-005 1.279E-003 
0T13 13:55 327.5 35.4 1.000E+000 2.043E+000 1.999E-009 4.726E+003 2.721E+000 2.509E-005 1.860E-003 
