N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.198253780E+00 1.194935041E+00 1.192076939E+00 1.189842747E+00
1.600000000E+01 1.216417374E+00 1.213466719E+00 1.210980243E+00 1.208420574E+00
1.700000000E+01 1.235945154E+00 1.233735487E+00 1.232859114E+00 1.231890274E+00
1.549996187E+01 1.205265485E+00 1.201948221E+00 1.198866118E+00 1.196659007E+00
1.649996187E+01 1.216507108E+00 1.213985912E+00 1.211827656E+00 1.210249892E+00
1.674996808E+01 1.222349955E+00 1.220268903E+00 1.218492667E+00 1.217033332E+00
1.624993176E+01 1.216606201E+00 1.213825398E+00 1.211636209E+00 1.209452931E+00
1.574996808E+01 1.211898815E+00 1.208745633E+00 1.205684222E+00 1.203405209E+00
1.524993176E+01 1.202066121E+00 1.198599406E+00 1.195638896E+00 1.193421770E+00
