N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.199399696E+00 1.196526424E+00 1.194036830E+00 1.192252857E+00
1.600000000E+01 1.220949079E+00 1.219327933E+00 1.218067824E+00 1.216732777E+00
1.700000000E+01 1.254900115E+00 1.254479095E+00 1.254903300E+00 1.254827474E+00
1.549996187E+01 1.207431397E+00 1.204807788E+00 1.202403299E+00 1.200958868E+00
1.649996187E+01 1.226605735E+00 1.226115246E+00 1.225725211E+00 1.225669601E+00
1.674996808E+01 1.236785254E+00 1.236856001E+00 1.236738967E+00 1.236603811E+00
1.624993176E+01 1.223396520E+00 1.222296781E+00 1.221718319E+00 1.220979590E+00
1.574996808E+01 1.215020179E+00 1.212788739E+00 1.210645532E+00 1.209335536E+00
1.524993176E+01 1.203600333E+00 1.200629520E+00 1.198245018E+00 1.196567039E+00
