N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 4.552019500E-02 4.423913800E-02 4.360000500E-02 4.401330900E-02 4.417750400E-02 4.377414400E-02 4.414130400E-02 4.246543900E-02 3.815222600E-02 3.036060000E-02 1.242954700E-02
1.016672606E+01 4.542018900E-02 4.414056800E-02 4.349894200E-02 4.390052700E-02 4.406184300E-02 4.366093300E-02 4.403125200E-02 4.238897800E-02 3.814476700E-02 3.046879900E-02 1.275533000E-02
1.033324570E+01 4.527858900E-02 4.400093100E-02 4.335559500E-02 4.374040000E-02 4.389730500E-02 4.349952500E-02 4.387408700E-02 4.227935300E-02 3.813331500E-02 3.062245400E-02 1.322031900E-02
1.049996187E+01 4.508122900E-02 4.380619400E-02 4.315533000E-02 4.351634600E-02 4.366642600E-02 4.327240000E-02 4.365238800E-02 4.212382200E-02 3.811561600E-02 3.083734200E-02 1.387509500E-02
1.066670514E+01 4.481222600E-02 4.354057500E-02 4.288152300E-02 4.320937600E-02 4.334885800E-02 4.295860200E-02 4.334497900E-02 4.190647200E-02 3.808787100E-02 3.113130200E-02 1.478032900E-02
1.083333839E+01 4.445676500E-02 4.318934400E-02 4.251829700E-02 4.280095500E-02 4.292395300E-02 4.253627100E-02 4.292905700E-02 4.160909400E-02 3.804399500E-02 3.152092800E-02 1.599877600E-02
1.100000000E+01 4.400661500E-02 4.274422500E-02 4.203575500E-02 4.227898700E-02 4.237677200E-02 4.198784100E-02 4.238492400E-02 4.121396200E-02 3.797450500E-02 3.201433800E-02 1.757833000E-02
1.116672606E+01 4.346831700E-02 4.221160300E-02 4.148104400E-02 4.164710900E-02 4.170732600E-02 4.130923900E-02 4.170467300E-02 4.070918300E-02 3.786594700E-02 3.260074000E-02 1.952199200E-02
1.133324570E+01 4.287215700E-02 4.162128300E-02 4.086303800E-02 4.092379700E-02 4.094173400E-02 4.052102700E-02 4.090318200E-02 4.009711600E-02 3.770196400E-02 3.323841200E-02 2.175122500E-02
1.149996187E+01 4.226804500E-02 4.102043400E-02 4.023077800E-02 4.020117600E-02 4.013869400E-02 3.967645300E-02 4.002735100E-02 3.940288000E-02 3.746907900E-02 3.385298900E-02 2.408514500E-02
1.166670514E+01 4.175865700E-02 4.051332100E-02 3.968782400E-02 3.954850000E-02 3.938442700E-02 3.885817700E-02 3.915501500E-02 3.867870800E-02 3.716772600E-02 3.435694700E-02 2.626978400E-02
1.183333839E+01 4.142002500E-02 4.017018100E-02 3.930662100E-02 3.905096900E-02 3.877251700E-02 3.815965800E-02 3.837881100E-02 3.799720100E-02 3.682387500E-02 3.469114100E-02 2.807285400E-02
1.200000000E+01 4.133343300E-02 4.007022300E-02 3.913711000E-02 3.877899100E-02 3.837638600E-02 3.765756300E-02 3.777912800E-02 3.743234600E-02 3.648924400E-02 3.486098700E-02 2.939184900E-02
1.216672606E+01 4.150533100E-02 4.022685000E-02 3.924320200E-02 3.876664700E-02 3.822798600E-02 3.738928400E-02 3.739993300E-02 3.703570300E-02 3.622251800E-02 3.493090200E-02 3.028524700E-02
1.233324570E+01 4.188653000E-02 4.060245100E-02 3.955143500E-02 3.897815000E-02 3.831272000E-02 3.734739600E-02 3.724111300E-02 3.682193400E-02 3.606314300E-02 3.498025300E-02 3.090031100E-02
1.249996187E+01 4.238433400E-02 4.111304600E-02 4.002072100E-02 3.936517200E-02 3.858140200E-02 3.749132300E-02 3.726920600E-02 3.677260100E-02 3.601917800E-02 3.506160200E-02 3.137456800E-02
1.266670514E+01 4.290722600E-02 4.167103100E-02 4.055478100E-02 3.986373400E-02 3.897164400E-02 3.776750700E-02 3.743750800E-02 3.685299800E-02 3.607571200E-02 3.519242400E-02 3.178935400E-02
1.283333839E+01 4.336552400E-02 4.219879500E-02 4.110062200E-02 4.039359100E-02 3.942668100E-02 3.812665800E-02 3.770273200E-02 3.702873700E-02 3.621110100E-02 3.537025800E-02 3.217917000E-02
1.300000000E+01 4.371585800E-02 4.264994700E-02 4.160071500E-02 4.091520400E-02 3.990300800E-02 3.853040700E-02 3.803128300E-02 3.727284700E-02 3.640679100E-02 3.558781200E-02 3.255640700E-02
