fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
DARK1 26532 296.23 39.139 1.000000000E+00 1.503914952E+00 1.564617391E-12 1.000000000E+20 4.000841252E+00 2.210377542E-05 1.485129199E-01 
DARK10 27622 300.08 38.637 1.000000000E+00 1.507636461E+00 3.444534588E-12 1.000000000E+20 4.014347369E+00 2.530852001E-05 1.148857997E-01 
DARK100 40236 300 38.647 1.000000000E+00 1.804538559E+00 3.363282710E-12 1.000000000E+20 4.011675142E+00 2.526833412E-05 1.240949309E-01 
DARK101 40352 300 38.647 1.000000000E+00 1.740280787E+00 3.151161470E-12 1.000000000E+20 4.031552001E+00 2.575125496E-05 1.259747490E-01 
DARK102 40472 299.99 38.649 1.000000000E+00 1.850376447E+00 3.593988238E-12 1.000000000E+20 4.156799399E+00 2.878446644E-05 9.632620863E-02 
DARK103 40592 299.99 38.649 1.000000000E+00 1.832333912E+00 3.592308654E-12 1.000000000E+20 4.117387994E+00 2.787533877E-05 1.008302785E-01 
DARK104 40716 299.99 38.649 1.000000000E+00 1.773307096E+00 3.522733064E-12 1.000000000E+20 4.107650436E+00 2.764405262E-05 1.139499213E-01 
DARK105 40832 299.99 38.649 1.000000000E+00 1.703217588E+00 3.133411867E-12 1.000000000E+20 4.036110444E+00 2.607757863E-05 1.218529449E-01 
DARK106 40952 299.99 38.649 1.000000000E+00 1.810475335E+00 3.480146150E-12 1.000000000E+20 4.065057088E+00 2.685138513E-05 1.092034178E-01 
DARK107 41074 299.99 38.649 1.000000000E+00 1.790795410E+00 3.322301177E-12 1.000000000E+20 4.044600220E+00 2.620195432E-05 1.139701132E-01 
DARK108 41194 300 38.647 1.000000000E+00 1.770196513E+00 3.225316858E-12 1.000000000E+20 4.014447847E+00 2.627210081E-05 1.270481269E-01 
DARK109 41312 299.99 38.649 1.000000000E+00 1.817091916E+00 3.473316123E-12 1.000000000E+20 4.113614012E+00 2.775409459E-05 1.014661503E-01 
DARK11 27746 300.15 38.628 1.000000000E+00 1.372265386E+00 3.228545731E-12 1.000000000E+20 4.047029510E+00 2.627251403E-05 1.122666313E-01 
DARK110 41436 300 38.647 1.000000000E+00 1.782069224E+00 3.377273812E-12 1.000000000E+20 4.067887710E+00 2.683506157E-05 1.094749320E-01 
DARK111 41552 299.99 38.649 1.000000000E+00 1.805328544E+00 3.475103949E-12 1.000000000E+20 4.066073013E+00 2.666295614E-05 1.082932011E-01 
DARK112 41676 300 38.647 1.000000000E+00 1.801837476E+00 3.378053187E-12 1.000000000E+20 4.037978831E+00 2.590645014E-05 1.303152897E-01 
DARK113 41792 300 38.647 1.000000000E+00 1.753938779E+00 3.202619351E-12 1.000000000E+20 4.031354750E+00 2.583325196E-05 1.128553589E-01 
DARK114 41914 299.99 38.649 1.000000000E+00 1.838446612E+00 3.474943984E-12 1.000000000E+20 4.019719639E+00 2.549732320E-05 1.265245659E-01 
DARK115 42036 300 38.647 1.000000000E+00 1.835933631E+00 3.472633774E-12 1.000000000E+20 4.086648430E+00 2.703267584E-05 1.033746626E-01 
DARK116 42156 300 38.647 1.000000000E+00 1.752929401E+00 3.245826751E-12 1.000000000E+20 4.024631906E+00 2.621976637E-05 1.423556423E-01 
DARK117 42272 300 38.647 1.000000000E+00 1.749565303E+00 3.125937854E-12 1.000000000E+20 3.948410112E+00 2.396279656E-05 1.401415896E-01 
DARK118 42392 299.99 38.649 1.000000000E+00 1.780189195E+00 3.282664129E-12 1.000000000E+20 4.014502184E+00 2.527686642E-05 1.277339762E-01 
DARK119 42514 300 38.647 1.000000000E+00 1.636362004E+00 2.488183144E-12 1.000000000E+20 3.685939275E+00 1.820212077E-05 2.160063864E-01 
DARK12 27866 300.13 38.631 1.000000000E+00 1.105135265E+00 2.089033580E-12 1.000000000E+20 3.649776133E+00 1.746887674E-05 2.194233356E-01 
DARK120 42632 300 38.647 1.000000000E+00 1.772588462E+00 3.323269529E-12 1.000000000E+20 4.018835457E+00 2.544196630E-05 1.211039949E-01 
DARK121 42754 300 38.647 1.000000000E+00 1.795926285E+00 3.395141665E-12 1.000000000E+20 4.019273135E+00 2.534405489E-05 1.160859687E-01 
DARK122 42876 300 38.647 1.000000000E+00 1.672668415E+00 2.955329044E-12 1.000000000E+20 3.939553544E+00 2.374457908E-05 1.396686418E-01 
DARK123 42994 300 38.647 1.000000000E+00 1.806142427E+00 3.256173398E-12 1.000000000E+20 3.917355850E+00 2.307319829E-05 1.455354593E-01 
DARK124 43116 300 38.647 1.000000000E+00 1.785264793E+00 3.321324502E-12 1.000000000E+20 4.117859778E+00 2.790868343E-05 1.294192187E-01 
DARK125 43234 300 38.647 1.000000000E+00 1.810279801E+00 3.473867438E-12 1.000000000E+20 4.088635478E+00 2.720092540E-05 1.051901505E-01 
DARK126 43352 300 38.647 1.000000000E+00 1.786217512E+00 3.333648834E-12 1.000000000E+20 4.058758262E+00 2.652277220E-05 1.068071738E-01 
DARK127 43474 300 38.647 1.000000000E+00 1.713880859E+00 2.961692116E-12 1.000000000E+20 3.933953942E+00 2.356983697E-05 1.427027827E-01 
DARK128 43592 300 38.647 1.000000000E+00 1.694530944E+00 3.069930836E-12 1.000000000E+20 3.955721290E+00 2.409257618E-05 1.325606278E-01 
DARK129 43712 300 38.647 1.000000000E+00 1.775134817E+00 3.303412090E-12 1.000000000E+20 4.080039750E+00 2.686769513E-05 1.066683067E-01 
DARK13 27984 300.05 38.641 1.000000000E+00 1.305332497E+00 2.801177813E-12 1.000000000E+20 3.881366402E+00 2.249339861E-05 1.523501627E-01 
DARK130 43832 300 38.647 1.000000000E+00 1.788692912E+00 3.360748706E-12 1.000000000E+20 3.981021151E+00 2.453313210E-05 1.313628451E-01 
DARK131 43952 300.01 38.646 1.000000000E+00 1.822958432E+00 3.457217641E-12 1.000000000E+20 4.076172266E+00 2.701317221E-05 1.071671056E-01 
DARK132 44074 300 38.647 1.000000000E+00 1.766387580E+00 3.290207217E-12 1.000000000E+20 4.023109185E+00 2.653793560E-05 1.021387040E-01 
DARK133 44194 300 38.647 1.000000000E+00 1.573983578E+00 2.443861118E-12 1.000000000E+20 3.693078428E+00 1.840720658E-05 2.466647609E-01 
DARK134 44312 300 38.647 1.000000000E+00 1.818205079E+00 3.536568466E-12 1.000000000E+20 4.098608672E+00 2.727250109E-05 1.112802711E-01 
DARK135 44436 300.01 38.646 1.000000000E+00 1.786942313E+00 3.299318659E-12 1.000000000E+20 3.891787852E+00 2.302525649E-05 1.480492756E-01 
DARK136 44552 300 38.647 1.000000000E+00 1.825159506E+00 3.465420881E-12 1.000000000E+20 4.059954973E+00 2.666042208E-05 1.075461860E-01 
DARK137 44674 300.01 38.646 1.000000000E+00 9.284039337E-01 1.928568023E-12 1.000000000E+20 4.132907568E+00 2.878941553E-05 1.305764156E-01 
DARK138 44792 300 38.647 1.000000000E+00 1.733140129E+00 3.241556074E-12 1.000000000E+20 4.107523150E+00 2.757499536E-05 1.008554481E-01 
DARK139 44912 300.01 38.646 1.000000000E+00 1.787454230E+00 3.380221579E-12 1.000000000E+20 4.109680550E+00 2.760337036E-05 1.020992549E-01 
DARK14 28104 300.03 38.643 1.000000000E+00 1.372311362E+00 3.088251720E-12 1.000000000E+20 3.994378815E+00 2.490134062E-05 1.284654647E-01 
DARK140 45032 300 38.647 1.000000000E+00 1.708470587E+00 3.110078984E-12 1.000000000E+20 4.035680268E+00 2.607477923E-05 1.082417605E-01 
DARK141 45152 300.01 38.646 1.000000000E+00 1.735342201E+00 3.123151220E-12 1.000000000E+20 3.936125286E+00 2.338663476E-05 1.444585312E-01 
DARK142 45276 300 38.647 1.000000000E+00 1.750500313E+00 3.191570929E-12 1.000000000E+20 4.040674497E+00 2.654621423E-05 1.101349127E-01 
DARK143 45396 300.01 38.646 1.000000000E+00 1.750218348E+00 3.237564627E-12 1.000000000E+20 4.051883812E+00 2.603036717E-05 1.141887648E-01 
DARK144 45514 300.01 38.646 1.000000000E+00 1.718933264E+00 3.081702660E-12 1.000000000E+20 3.925756261E+00 2.390087608E-05 1.579689581E-01 
DARK145 45632 300.01 38.646 1.000000000E+00 1.839107560E+00 3.572363557E-12 1.000000000E+20 4.069032523E+00 2.672963392E-05 1.192981978E-01 
DARK146 45754 300.01 38.646 1.000000000E+00 1.770615798E+00 3.375006672E-12 1.000000000E+20 4.095547188E+00 2.715609601E-05 1.043074620E-01 
DARK147 45872 300.01 38.646 1.000000000E+00 1.701580960E+00 2.973576992E-12 1.000000000E+20 3.914999629E+00 2.302942286E-05 1.430960321E-01 
DARK148 45996 300.01 38.646 1.000000000E+00 1.681527112E+00 3.012463977E-12 1.000000000E+20 3.977095889E+00 2.422712645E-05 1.425638760E-01 
DARK149 46114 300.02 38.645 1.000000000E+00 1.787518679E+00 3.365501431E-12 1.000000000E+20 4.046169727E+00 2.613898211E-05 1.129281395E-01 
DARK15 28224 300.03 38.643 1.000000000E+00 1.540798598E+00 4.003308989E-12 1.000000000E+20 4.792454035E+00 5.108821665E-05 8.551457755E-02 
DARK150 46232 300.01 38.646 1.000000000E+00 1.748512164E+00 3.144892681E-12 1.000000000E+20 4.019985927E+00 2.550289756E-05 1.134932945E-01 
DARK151 46352 300.01 38.646 1.000000000E+00 1.748396836E+00 3.032212754E-12 1.000000000E+20 3.929259543E+00 2.341933295E-05 1.412811266E-01 
DARK152 46476 300.02 38.645 1.000000000E+00 1.772192886E+00 3.117369617E-12 1.000000000E+20 3.935809242E+00 2.365406565E-05 1.416497355E-01 
DARK153 46594 300.01 38.646 1.000000000E+00 1.879111078E+00 3.646080755E-12 1.000000000E+20 4.070838712E+00 2.687405489E-05 1.223572280E-01 
DARK154 46712 300.01 38.646 1.000000000E+00 1.744626907E+00 3.069363170E-12 1.000000000E+20 3.970194337E+00 2.438110049E-05 1.341938830E-01 
DARK155 46834 300.02 38.645 1.000000000E+00 1.607949614E+00 2.523392978E-12 1.000000000E+20 3.755146767E+00 1.976690752E-05 2.053221605E-01 
