True Mean Median
1.50000E-05 2.01388E-05 9.90953E-06 1.50000E-05
1.50000E-05 1.20138E-05 1.01808E-05 1.50000E-05
1.50000E-05 1.18545E-05 1.50050E-05 1.50000E-05
1.50000E-05 1.30826E-05 1.39459E-05 1.50000E-05
1.50000E-05 2.89803E-05 1.50047E-05 1.50000E-05
1.50000E-05 2.03670E-05 9.67504E-06 1.50000E-05
1.50000E-05 1.71503E-05 5.31441E-06 1.50000E-05
1.50000E-05 1.75078E-05 1.49977E-05 1.50000E-05
1.50000E-05 1.56192E-05 1.49976E-05 1.50000E-05
1.50000E-05 1.76605E-05 1.50032E-05 1.50000E-05
