True Mean Median
9.60000E-04 1.08004E-03 9.97449E-04 9.60000E-04
9.70000E-04 1.73934E-03 9.73795E-04 9.70000E-04
9.80000E-04 1.03308E-03 9.80532E-04 9.80000E-04
9.90000E-04 1.05495E-03 9.99182E-04 9.90000E-04
1.00000E-03 1.06391E-03 9.99993E-04 1.00000E-03
1.01000E-03 1.21428E-03 1.03836E-03 1.01000E-03
1.02000E-03 1.30518E-03 1.04226E-03 1.02000E-03
1.03000E-03 1.03766E-03 1.03000E-03 1.03000E-03
1.04000E-03 1.04287E-03 1.04000E-03 1.04000E-03
1.05000E-03 1.04911E-03 1.05000E-03 1.05000E-03
