True Mean Median
1.50000E-05 1.49795E-05 1.49998E-05 1.50000E-05
1.50000E-05 1.50041E-05 1.50041E-05 1.50000E-05
1.50000E-05 1.50050E-05 1.50050E-05 1.50000E-05
1.50000E-05 1.50007E-05 1.50007E-05 1.50000E-05
1.50000E-05 1.50047E-05 1.50047E-05 1.50000E-05
1.50000E-05 1.50078E-05 1.50078E-05 1.50000E-05
1.50000E-05 1.47069E-05 1.50011E-05 1.50000E-05
1.50000E-05 1.49977E-05 1.49977E-05 1.50000E-05
1.50000E-05 1.49976E-05 1.49976E-05 1.50000E-05
1.50000E-05 1.50032E-05 1.50032E-05 1.50000E-05
