True Mean Median
1.00000E+04 2.97192E+04 2.07122E+03 1.00000E+04
1.00000E+04 1.47957E+04 2.38569E+03 1.00000E+04
1.00000E+04 3.43403E+04 2.33187E+03 1.00000E+04
1.00000E+04 2.19158E+04 1.13697E+03 1.00000E+04
1.00000E+04 2.99166E+04 1.70806E+03 1.00000E+04
1.00000E+04 1.08362E+04 2.53709E+03 1.00000E+04
1.00000E+04 9.71347E+03 2.34236E+03 1.00000E+04
1.00000E+04 2.47670E+04 2.56468E+03 1.00000E+04
1.00000E+04 4.32122E+04 3.59710E+03 1.00000E+04
1.00000E+04 2.58081E+04 2.17421E+03 1.00000E+04
