True Mean Median
1.50000E-05 2.14398E-04 4.64450E-05 1.50000E-05
1.50000E-05 2.28542E-04 6.51884E-05 1.50000E-05
1.50000E-05 1.83766E-04 5.47205E-05 1.50000E-05
1.50000E-05 1.88352E-04 9.07772E-05 1.50000E-05
1.50000E-05 2.68071E-04 1.26977E-04 1.50000E-05
1.50000E-05 2.24319E-04 1.44675E-04 1.50000E-05
1.50000E-05 2.40725E-04 4.92732E-05 1.50000E-05
1.50000E-05 2.26209E-04 1.13127E-04 1.50000E-05
1.50000E-05 2.55178E-04 2.14839E-04 1.50000E-05
1.50000E-05 1.50131E-04 1.02769E-04 1.50000E-05
