True Mean Median
1.00000E+04 4.56409E+04 2.15019E+03 1.00000E+04
1.00000E+04 7.06023E+04 3.84502E+03 1.00000E+04
1.00000E+04 1.63419E+04 4.01672E+03 1.00000E+04
1.00000E+04 6.45141E+04 5.46455E+03 1.00000E+04
1.00000E+04 3.40167E+04 5.00575E+03 1.00000E+04
1.00000E+04 5.28239E+04 5.11879E+03 1.00000E+04
1.00000E+04 4.68665E+04 3.88912E+03 1.00000E+04
1.00000E+04 5.04708E+04 4.70321E+03 1.00000E+04
1.00000E+04 5.41300E+04 6.57438E+03 1.00000E+04
1.00000E+04 3.48681E+04 5.25571E+03 1.00000E+04
