True Mean Median
1.41753E+04 1.40692E+04 1.38837E+04 1.41753E+04
8.35610E+03 8.07538E+03 7.93938E+03 8.35610E+03
5.11528E+03 5.16621E+03 4.86298E+03 5.11528E+03
3.23917E+03 4.83207E+03 3.10085E+03 3.23917E+03
2.11460E+03 6.24026E+03 2.20501E+03 2.11460E+03
1.41896E+03 1.14657E+04 3.21489E+03 1.41896E+03
9.76205E+02 7.12817E+03 9.36575E+02 9.76205E+02
6.86999E+02 4.27040E+03 7.60487E+02 6.86999E+02
4.93568E+02 3.60831E+03 5.94661E+02 4.93568E+02
3.61363E+02 1.49222E+03 3.40978E+02 3.61363E+02
