True Mean Median
1.00000E+04 4.50294E+05 6.26289E+02 1.00000E+04
1.00000E+04 4.04042E+05 5.01498E+01 1.00000E+04
1.00000E+04 4.91086E+05 2.13639E+04 1.00000E+04
1.00000E+04 3.70327E+05 4.46531E+02 1.00000E+04
1.00000E+04 5.86175E+05 1.00000E+06 1.00000E+04
1.00000E+04 4.69617E+05 1.48109E+03 1.00000E+04
1.00000E+04 4.71916E+05 1.15796E+04 1.00000E+04
1.00000E+04 5.69538E+05 1.00000E+06 1.00000E+04
1.00000E+04 6.08521E+05 1.00000E+06 1.00000E+04
1.00000E+04 5.11025E+05 5.06623E+05 1.00000E+04
