True Mean Median
1.50000E-05 8.43696E-05 1.39100E-06 1.50000E-05
1.50000E-05 8.35160E-05 2.71136E-06 1.50000E-05
1.50000E-05 1.05079E-04 8.08438E-06 1.50000E-05
1.50000E-05 7.01581E-05 1.15925E-05 1.50000E-05
1.50000E-05 6.94090E-05 3.57725E-06 1.50000E-05
1.50000E-05 5.44973E-05 1.76571E-06 1.50000E-05
1.50000E-05 9.68675E-05 6.95611E-06 1.50000E-05
1.50000E-05 5.39823E-05 1.73048E-06 1.50000E-05
1.50000E-05 3.05581E-05 8.92925E-06 1.50000E-05
1.50000E-05 2.30593E-05 3.56101E-06 1.50000E-05
