True Mean Median
8.96101E-06 1.39193E-05 7.11711E-06 8.96101E-06
1.73488E-05 2.29466E-05 1.20356E-05 1.73488E-05
3.20396E-05 8.06690E-05 2.88009E-05 3.20396E-05
5.67193E-05 1.77288E-04 6.75913E-05 5.67193E-05
9.66582E-05 3.12718E-04 2.79606E-04 9.66582E-05
1.59152E-04 1.09441E-03 7.85762E-04 1.59152E-04
2.54008E-04 9.46532E-04 1.03281E-04 2.54008E-04
3.94074E-04 1.68950E-03 2.00828E-04 3.94074E-04
5.95785E-04 1.58121E-03 1.29376E-04 5.95785E-04
8.79718E-04 4.00199E-03 1.64437E-03 8.79718E-04
