True Mean Median
1.00000E+01 1.87729E+02 2.18000E+01 1.00000E+01
2.00000E+01 1.94785E+02 1.40753E+01 2.00000E+01
3.00000E+01 2.02366E+02 1.00462E+02 3.00000E+01
4.00000E+01 1.74406E+02 1.46206E+01 4.00000E+01
5.00000E+01 1.81484E+02 2.24290E+01 5.00000E+01
6.00000E+01 2.39430E+02 1.50944E+02 6.00000E+01
7.00000E+01 1.67886E+02 3.94865E+01 7.00000E+01
8.00000E+01 1.17385E+02 1.61285E+01 8.00000E+01
9.00000E+01 1.09268E+02 1.69384E+01 9.00000E+01
1.00000E+02 8.52064E+01 8.12653E+00 1.00000E+02
