True Mean Median
1.00000E+04 3.61536E+04 1.00019E+04 1.00000E+04
1.00000E+04 1.03102E+04 1.00072E+04 1.00000E+04
1.00000E+04 5.39360E+04 1.00056E+04 1.00000E+04
1.00000E+04 2.55179E+04 1.00012E+04 1.00000E+04
1.00000E+04 2.14158E+04 1.00057E+04 1.00000E+04
1.00000E+04 2.86965E+04 1.00089E+04 1.00000E+04
1.00000E+04 1.11698E+04 1.00009E+04 1.00000E+04
1.00000E+04 6.21055E+04 9.99808E+03 1.00000E+04
1.00000E+04 1.25704E+04 9.99775E+03 1.00000E+04
1.00000E+04 1.08441E+04 1.00036E+04 1.00000E+04
