N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.000000E+10 1.000E+15 290 1.800E-4 3.935062E+1 2.372380E+1 7.062290E-1 8.536650E+1 3.935182E+1 2.287770E+1 6.971650E-1 8.338960E+1 3.0494142E-03 -3.6983613E+00 -1.3001226E+00 -2.3706793E+00
1.468000E+10 1.000E+15 290 1.800E-4 3.934417E+1 2.370850E+1 7.061800E-1 8.533150E+1 3.934594E+1 2.260010E+1 6.932730E-1 8.285270E+1 4.4985582E-03 -4.9044031E+00 -1.8617485E+00 -2.9918156E+00
2.154000E+10 1.000E+15 290 1.800E-4 3.933471E+1 2.368620E+1 7.061080E-1 8.528020E+1 3.933733E+1 2.228250E+1 6.880160E-1 8.233040E+1 6.6603402E-03 -6.2995624E+00 -2.6295900E+00 -3.5828807E+00
3.162000E+10 1.000E+15 290 1.800E-4 3.932086E+1 2.365350E+1 7.060020E-1 8.520520E+1 3.932474E+1 2.193920E+1 6.811950E-1 8.189990E+1 9.8665624E-03 -7.8138674E+00 -3.6416885E+00 -4.0357803E+00
4.642000E+10 1.000E+15 290 1.800E-4 3.930058E+1 2.360570E+1 7.058470E-1 8.509560E+1 3.930635E+1 2.157120E+1 6.727060E-1 8.158060E+1 1.4679562E-02 -9.4315569E+00 -4.9265206E+00 -4.3086224E+00
6.813000E+10 1.000E+15 290 1.800E-4 3.927094E+1 2.353590E+1 7.056200E-1 8.493560E+1 3.927956E+1 2.119210E+1 6.627980E-1 8.140030E+1 2.1945256E-02 -1.1059782E+01 -6.4607920E+00 -4.3431044E+00
1.000000E+11 1.000E+15 290 1.800E-4 3.922767E+1 2.342620E+1 7.052860E-1 8.467280E+1 3.924065E+1 2.080590E+1 6.518150E-1 8.134410E+1 3.3077943E-02 -1.2594024E+01 -8.2034013E+00 -4.0921222E+00
1.468000E+11 1.000E+15 290 1.800E-4 3.916471E+1 2.327960E+1 7.047960E-1 8.433690E+1 3.918444E+1 2.041340E+1 6.401950E-1 8.137500E+1 5.0351619E-02 -1.4040777E+01 -1.0090832E+01 -3.6398157E+00
2.154000E+11 1.000E+15 290 1.800E-4 3.907345E+1 2.306980E+1 7.040780E-1 8.385730E+1 3.910379E+1 2.001320E+1 6.283150E-1 8.145560E+1 7.7588387E-02 -1.5272920E+01 -1.2058124E+01 -2.9484775E+00
3.162000E+11 1.000E+15 290 1.800E-4 3.894201E+1 2.277150E+1 7.030220E-1 8.317730E+1 3.898925E+1 1.960220E+1 6.165960E-1 8.153800E+1 1.2116160E-01 -1.6168083E+01 -1.4016633E+01 -2.0104736E+00
4.642000E+11 1.000E+15 290 1.800E-4 3.875443E+1 2.234520E+1 7.014680E-1 8.219700E+1 3.882886E+1 1.917670E+1 6.053050E-1 8.159160E+1 1.9168732E-01 -1.6522655E+01 -1.5886702E+01 -7.4198815E-01
6.813000E+11 1.000E+15 290 1.800E-4 3.849056E+1 2.176460E+1 6.991100E-1 8.088200E+1 3.860862E+1 1.873260E+1 5.946090E-1 8.159870E+1 3.0578664E-01 -1.6185687E+01 -1.7574742E+01 8.7832282E-01
1.000000E+12 1.000E+15 290 1.800E-4 3.812738E+1 2.097130E+1 6.955220E-1 7.908190E+1 3.831406E+1 1.826680E+1 5.846060E-1 8.155300E+1 4.8723628E-01 -1.4805549E+01 -1.8972778E+01 3.0300541E+00
