N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.223981225E+00 1.224647327E+00 1.224611591E+00 1.224381418E+00
1.600000000E+01 1.284355334E+00 1.284716746E+00 1.284762165E+00 1.283637790E+00
1.700000000E+01 1.369371792E+00 1.369060004E+00 1.368437484E+00 1.369031284E+00
1.549996187E+01 1.253460880E+00 1.252537916E+00 1.253016038E+00 1.253186293E+00
1.649996187E+01 1.322354798E+00 1.322517342E+00 1.322872961E+00 1.322974964E+00
1.674996808E+01 1.344904262E+00 1.344059492E+00 1.344794270E+00 1.345045375E+00
1.624993176E+01 1.302099763E+00 1.302719049E+00 1.302914705E+00 1.302654015E+00
1.574996808E+01 1.268256873E+00 1.268516717E+00 1.267471609E+00 1.267893408E+00
1.524993176E+01 1.239524186E+00 1.239069512E+00 1.239108711E+00 1.239159437E+00
