N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 7.546270000E-04 4.374909000E-03 7.085560000E-03 9.987929000E-03 1.349901800E-02 1.798925300E-02 2.384875900E-02 3.268883300E-02 4.215860100E-02
1.016672606E+01 4.951710000E-04 3.043244000E-03 4.975438000E-03 7.052582000E-03 9.547753000E-03 1.273910000E-02 1.694306500E-02 2.403385200E-02 3.034631900E-02
1.033324570E+01 3.280810000E-04 2.106204000E-03 3.469599000E-03 4.942030000E-03 6.700372000E-03 8.944018000E-03 1.191175900E-02 1.688805000E-02 2.192349300E-02
1.049996187E+01 2.194910000E-04 1.452124000E-03 2.405876000E-03 3.440651000E-03 4.670639000E-03 6.234574000E-03 8.303475000E-03 1.167381800E-02 1.585570900E-02
1.066670514E+01 1.482190000E-04 9.985000000E-04 1.661144000E-03 2.383026000E-03 3.439071000E-03 4.320507000E-03 5.748032000E-03 7.977766000E-03 1.085300000E-02
1.083333839E+01 1.010210000E-04 6.854850000E-04 1.143520000E-03 1.644243000E-03 2.353430000E-03 2.980368000E-03 3.956756000E-03 5.436624000E-03 7.428797000E-03
1.100000000E+01 6.956700000E-05 4.703190000E-04 7.857730000E-04 1.131686000E-03 1.672392000E-03 2.049082000E-03 2.711879000E-03 3.704488000E-03 4.949897000E-03
1.116672606E+01 4.849500000E-05 3.228090000E-04 5.395870000E-04 7.779430000E-04 1.117898000E-03 1.405849000E-03 1.853192000E-03 2.492437000E-03 3.286010000E-03
1.133324570E+01 3.434800000E-05 2.219050000E-04 3.706890000E-04 5.347700000E-04 7.678690000E-04 9.639250000E-04 1.265107000E-03 1.690256000E-03 2.144687000E-03
1.149996187E+01 2.486300000E-05 1.529810000E-04 2.550820000E-04 3.681370000E-04 5.180030000E-04 6.618480000E-04 8.653740000E-04 1.138361000E-03 1.456015000E-03
1.166670514E+01 1.853900000E-05 1.059750000E-04 1.760990000E-04 2.542280000E-04 3.522060000E-04 4.564220000E-04 5.959320000E-04 7.841120000E-04 9.977150000E-04
1.183333839E+01 1.438500000E-05 7.395000000E-05 1.222170000E-04 1.765460000E-04 2.447380000E-04 3.175860000E-04 4.159970000E-04 5.509970000E-04 7.080240000E-04
1.200000000E+01 1.170800000E-05 5.216900000E-05 8.551500000E-05 1.237120000E-04 1.689780000E-04 2.244130000E-04 2.967630000E-04 3.981660000E-04 5.188720000E-04
1.216672606E+01 1.002200000E-05 3.734400000E-05 6.055200000E-05 8.788800000E-05 1.209000000E-04 1.622770000E-04 2.180490000E-04 2.974750000E-04 3.935290000E-04
1.233324570E+01 8.952000000E-06 2.726700000E-05 4.361200000E-05 6.369500000E-05 8.866900000E-05 1.209540000E-04 1.658210000E-04 2.300690000E-04 3.084980000E-04
1.249996187E+01 8.215000000E-06 2.037700000E-05 3.213200000E-05 4.739800000E-05 6.708800000E-05 9.332300000E-05 1.305880000E-04 1.837580000E-04 2.490390000E-04
1.266670514E+01 7.586000000E-06 1.563100000E-05 2.434100000E-05 3.641700000E-05 5.254300000E-05 7.452300000E-05 1.061150000E-04 1.508190000E-04 2.059470000E-04
1.283333839E+01 6.937000000E-06 1.231900000E-05 1.904000000E-05 2.894200000E-05 4.254200000E-05 6.131800000E-05 8.842400000E-05 1.264440000E-04 1.769690000E-04
1.300000000E+01 6.251000000E-06 9.975000000E-06 1.538400000E-05 2.374300000E-05 3.541600000E-05 5.163800000E-05 7.506500000E-05 1.054600000E-04 1.507620000E-04
