N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.195545236E+00 1.184532325E+00 1.160039112E+00 1.110272993E+00 1.021107938E+00 1.014187330E+00 1.015945243E+00 1.020027325E+00 1.027287138E+00 1.038764525E+00 1.055415949E+00
1.600000000E+01 1.247766500E+00 1.249127900E+00 1.250971215E+00 1.252475487E+00 1.254211649E+00 1.255143220E+00 1.254235596E+00 1.250245112E+00 1.239382231E+00 1.220667593E+00 1.187233847E+00
1.700000000E+01 1.308901502E+00 1.308911961E+00 1.309953732E+00 1.312032218E+00 1.315076743E+00 1.318831995E+00 1.322899772E+00 1.327271360E+00 1.331189545E+00 1.334658946E+00 1.337317043E+00
1.549996187E+01 1.223841812E+00 1.224525201E+00 1.224417216E+00 1.221868605E+00 1.214609602E+00 1.198105883E+00 1.165574112E+00 1.106957854E+00 1.013286148E+00 1.009878424E+00 1.010895004E+00
1.649996187E+01 1.275738776E+00 1.276447105E+00 1.278131711E+00 1.280366021E+00 1.283177207E+00 1.286241511E+00 1.289254773E+00 1.291826704E+00 1.293659552E+00 1.293947634E+00 1.292014555E+00
1.674996808E+01 1.291802498E+00 1.292147084E+00 1.293500603E+00 1.295754614E+00 1.298663542E+00 1.302070423E+00 1.305740317E+00 1.309285962E+00 1.312617613E+00 1.315001364E+00 1.316138567E+00
1.624993176E+01 1.261105865E+00 1.262098898E+00 1.263841449E+00 1.266178540E+00 1.268830023E+00 1.271139079E+00 1.273020847E+00 1.273627429E+00 1.272341927E+00 1.267747189E+00 1.257688942E+00
1.574996808E+01 1.234735766E+00 1.236152313E+00 1.237554891E+00 1.238503221E+00 1.238068738E+00 1.234727148E+00 1.226199145E+00 1.208153728E+00 1.174228959E+00 1.116057823E+00 1.026673374E+00
1.524993176E+01 1.212063779E+00 1.210074441E+00 1.204364396E+00 1.190485540E+00 1.161178101E+00 1.105192978E+00 1.011735370E+00 1.011854663E+00 1.013269622E+00 1.016388620E+00 1.021816795E+00
