N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.197898887E+00 1.188639361E+00 1.167870372E+00 1.125050983E+00 1.046314014E+00 1.014238999E+00 1.015545580E+00 1.019018371E+00 1.025459983E+00 1.035910491E+00 1.051406222E+00
1.600000000E+01 1.249689662E+00 1.250866860E+00 1.252594664E+00 1.254075430E+00 1.255914914E+00 1.257133666E+00 1.256804214E+00 1.253870668E+00 1.244862511E+00 1.229292066E+00 1.200884725E+00
1.700000000E+01 1.314556710E+00 1.314065989E+00 1.314616555E+00 1.316240045E+00 1.318913069E+00 1.322404956E+00 1.326341343E+00 1.330731262E+00 1.334825008E+00 1.338640512E+00 1.341822210E+00
1.549996187E+01 1.225249392E+00 1.225973063E+00 1.226127154E+00 1.224241511E+00 1.218390268E+00 1.204632129E+00 1.177062423E+00 1.126351247E+00 1.042837659E+00 1.009928193E+00 1.010665315E+00
1.649996187E+01 1.278890606E+00 1.279270315E+00 1.280669424E+00 1.282684040E+00 1.285359970E+00 1.288387031E+00 1.291476889E+00 1.294259147E+00 1.296467961E+00 1.297347026E+00 1.296302789E+00
1.674996808E+01 1.296005052E+00 1.295936815E+00 1.296907141E+00 1.298835212E+00 1.301499453E+00 1.304763236E+00 1.308406993E+00 1.312056686E+00 1.315636512E+00 1.318424788E+00 1.320147726E+00
1.624993176E+01 1.263528573E+00 1.264266781E+00 1.265810992E+00 1.268022938E+00 1.270639651E+00 1.273026346E+00 1.275132676E+00 1.276165583E+00 1.275611412E+00 1.272221931E+00 1.264111823E+00
1.574996808E+01 1.236324654E+00 1.237637980E+00 1.239040111E+00 1.240146776E+00 1.240133111E+00 1.237665585E+00 1.230814415E+00 1.215800675E+00 1.187009784E+00 1.136604792E+00 1.056820082E+00
1.524993176E+01 1.213554939E+00 1.212003054E+00 1.207371552E+00 1.195795787E+00 1.170962375E+00 1.122630110E+00 1.039289967E+00 1.011887804E+00 1.012942285E+00 1.015577467E+00 1.020351655E+00
