T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.189834833E+00 1.208717970E+00 1.220709922E+00 1.230983826E+00 1.242742060E+00 1.253916793E+00 1.265043576E+00 1.275872075E+00 1.286185912E+00
295 1.174050562E+00 1.205450400E+00 1.221189078E+00 1.232596259E+00 1.244561953E+00 1.255663696E+00 1.266897993E+00 1.277882084E+00 1.288452042E+00
300 1.139749960E+00 1.196740645E+00 1.220279748E+00 1.233910605E+00 1.246647491E+00 1.257936072E+00 1.269482441E+00 1.280610586E+00 1.291396866E+00
305 1.072747209E+00 1.176621402E+00 1.215841259E+00 1.234334430E+00 1.248120165E+00 1.260538017E+00 1.272306236E+00 1.283854821E+00 1.294923000E+00
310 1.013600963E+00 1.135603261E+00 1.204676877E+00 1.232652326E+00 1.249457123E+00 1.263148218E+00 1.275347087E+00 1.287296930E+00 1.298793572E+00
315 1.014405385E+00 1.060918425E+00 1.180734541E+00 1.226816489E+00 1.249464079E+00 1.265053939E+00 1.278248629E+00 1.290721463E+00 1.302672637E+00
320 1.017154814E+00 1.011288038E+00 1.135265648E+00 1.213610507E+00 1.246811564E+00 1.266076856E+00 1.280670354E+00 1.293855192E+00 1.306113544E+00
325 1.022537130E+00 1.012034538E+00 1.057544008E+00 1.187328895E+00 1.239744623E+00 1.265222392E+00 1.282171333E+00 1.296279355E+00 1.309036511E+00
330 1.031441945E+00 1.014246028E+00 1.009355309E+00 1.140053324E+00 1.223645829E+00 1.261595448E+00 1.282376935E+00 1.297873088E+00 1.310695761E+00
335 1.044815755E+00 1.018407642E+00 1.009934826E+00 1.063247465E+00 1.196356465E+00 1.253347441E+00 1.280363199E+00 1.297901151E+00 1.311062682E+00
340 1.063381582E+00 1.025170841E+00 1.011567704E+00 1.007720502E+00 1.149898818E+00 1.237667187E+00 1.275268149E+00 1.296024945E+00 1.309811230E+00
