T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.203485665E+00 1.217632632E+00 1.229341581E+00 1.240957190E+00 1.255157971E+00 1.270116570E+00 1.286932874E+00 1.305906460E+00 1.326800202E+00
295 1.197520865E+00 1.216792414E+00 1.229990255E+00 1.241897428E+00 1.255792331E+00 1.270181831E+00 1.286536344E+00 1.304979949E+00 1.325404945E+00
300 1.184011522E+00 1.214136498E+00 1.230527224E+00 1.243152014E+00 1.257125873E+00 1.271160693E+00 1.287215638E+00 1.305098151E+00 1.324995164E+00
305 1.155392046E+00 1.206943938E+00 1.229821834E+00 1.244448743E+00 1.258417514E+00 1.272961207E+00 1.288627342E+00 1.306244738E+00 1.325657551E+00
310 1.100157020E+00 1.190880001E+00 1.226602971E+00 1.245159698E+00 1.260346151E+00 1.275364762E+00 1.290868749E+00 1.308258873E+00 1.327469332E+00
315 1.015085042E+00 1.158329461E+00 1.218094672E+00 1.244306732E+00 1.262040000E+00 1.277787563E+00 1.293667164E+00 1.311058191E+00 1.330257096E+00
320 1.015308088E+00 1.099042902E+00 1.200264670E+00 1.240619368E+00 1.262769680E+00 1.280246620E+00 1.296773936E+00 1.314465827E+00 1.333712299E+00
325 1.017328623E+00 1.012587402E+00 1.165902873E+00 1.231404239E+00 1.261824188E+00 1.282050405E+00 1.299862155E+00 1.318144311E+00 1.337886346E+00
330 1.021743840E+00 1.012791589E+00 1.105778085E+00 1.212669305E+00 1.256328668E+00 1.282873886E+00 1.302728098E+00 1.322051372E+00 1.342056866E+00
335 1.029461419E+00 1.014306823E+00 1.012500890E+00 1.178266218E+00 1.246762682E+00 1.281775382E+00 1.304705753E+00 1.325493198E+00 1.346274494E+00
340 1.041603666E+00 1.017534307E+00 1.010663139E+00 1.120396887E+00 1.228152073E+00 1.277369463E+00 1.305350993E+00 1.328244819E+00 1.350206021E+00
