N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 340 2.100E-4 1.006232137E+00 1.008711919E+00
1.468000E+10 3.162E+15 340 2.100E-4 1.008056852E+00 1.008931482E+00
2.154000E+10 3.162E+15 340 2.100E-4 1.006705848E+00 1.008872817E+00
3.162000E+10 3.162E+15 340 2.100E-4 1.008414443E+00 1.007248329E+00
4.642000E+10 3.162E+15 340 2.100E-4 1.008806326E+00 1.008901101E+00
6.813000E+10 3.162E+15 340 2.100E-4 1.008986148E+00 1.008854067E+00
1.000000E+11 3.162E+15 340 2.100E-4 1.009332200E+00 1.007528652E+00
1.468000E+11 3.162E+15 340 2.100E-4 1.009410917E+00 1.009316989E+00
2.154000E+11 3.162E+15 340 2.100E-4 1.008482886E+00 1.009564796E+00
3.162000E+11 3.162E+15 340 2.100E-4 1.011677822E+00 1.007952286E+00
4.642000E+11 3.162E+15 340 2.100E-4 1.012679295E+00 1.012572676E+00
6.813000E+11 3.162E+15 340 2.100E-4 1.021989197E+00 1.009274567E+00
1.000000E+12 3.162E+15 340 2.100E-4 1.056014164E+00 1.090262042E+00
1.468000E+12 3.162E+15 340 2.100E-4 1.116196382E+00 1.116213190E+00
2.154000E+12 3.162E+15 340 2.100E-4 1.139486123E+00 1.139505652E+00
3.162000E+12 3.162E+15 340 2.100E-4 1.154424859E+00 1.154436205E+00
4.642000E+12 3.162E+15 340 2.100E-4 1.157106931E+00 1.157113755E+00
6.813000E+12 3.162E+15 340 2.100E-4 1.162551869E+00 1.162571283E+00
1.000000E+13 3.162E+15 340 2.100E-4 1.172099503E+00 1.172116244E+00
