fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S2 7:56 292.7 39.61 1.000E+000 2.413E+000 3.558E-011 2.461E+003 3.410E+000 1.753E-005 1.483E-005 2.317E-002 1.481E-005 8.792E-008 2.562E-001 1.170E-002 7.451E-006 1.230E-003 
00S3 8:21 295.3 39.26 1.000E+000 2.367E+000 5.573E-011 2.403E+003 3.350E+000 1.828E-005 1.511E-005 2.284E-002 1.509E-005 8.830E-008 2.562E-001 1.160E-002 7.546E-006 1.129E-003 
00S4 8:38 298.3 38.87 1.000E+000 2.580E+000 9.064E-011 2.336E+003 3.271E+000 1.882E-005 1.502E-005 2.196E-002 1.499E-005 8.432E-008 2.561E-001 1.110E-002 7.528E-006 1.056E-003 
00S5 9:2 301 38.52 1.000E+000 2.729E+000 1.485E-010 2.276E+003 3.225E+000 2.028E-005 1.493E-005 2.090E-002 1.491E-005 7.977E-008 2.560E-001 1.060E-002 7.454E-006 3.359E-003 
00S6 9:23 304.1 38.13 1.000E+000 2.568E+000 2.373E-010 2.207E+003 3.144E+000 2.113E-005 1.474E-005 1.984E-002 1.471E-005 7.471E-008 2.559E-001 1.000E-002 7.397E-006 1.024E-002 
00S7 9:54 306.9 37.78 1.000E+000 2.385E+000 3.512E-010 2.144E+003 3.074E+000 2.210E-005 1.457E-005 1.888E-002 1.455E-005 7.021E-008 2.557E-001 9.500E-003 7.314E-006 1.708E-003 
00S8 10:13 309.3 37.49 1.000E+000 2.449E+000 5.216E-010 2.091E+003 3.027E+000 2.359E-005 1.547E-005 1.914E-002 1.544E-005 7.567E-008 2.561E-001 9.700E-003 7.720E-006 1.048E-003 
00S9 10:41 312.1 37.15 1.000E+000 2.448E+000 7.842E-010 2.029E+003 2.975E+000 2.519E-005 1.436E-005 1.703E-002 1.433E-005 6.237E-008 2.555E-001 8.600E-003 7.169E-006 8.905E-004 
0S10 11:8 315.4 36.76 1.000E+000 2.457E+000 1.313E-009 1.955E+003 2.929E+000 2.769E-005 1.554E-005 1.727E-002 1.550E-005 6.849E-008 2.558E-001 8.700E-003 7.783E-006 6.589E-004 
0S11 11:41 318.3 36.43 1.000E+000 2.540E+000 2.007E-009 1.890E+003 2.878E+000 2.979E-005 1.597E-005 1.682E-002 1.593E-005 6.859E-008 2.559E-001 8.500E-003 7.975E-006 1.515E-003 
0S12 12:5 320.5 36.18 1.000E+000 2.581E+000 2.827E-009 1.841E+003 2.853E+000 3.244E-005 1.519E-005 1.524E-002 1.516E-005 5.901E-008 2.555E-001 7.700E-003 7.564E-006 8.404E-004 
0S13 12:27 324.1 35.77 1.000E+000 2.509E+000 4.756E-009 1.761E+003 2.808E+000 3.626E-005 1.618E-005 1.502E-002 1.614E-005 6.199E-008 2.557E-001 7.600E-003 8.049E-006 7.537E-004 
0S14 12:46 327.2 35.43 1.000E+000 2.477E+000 7.206E-009 1.692E+003 2.758E+000 3.979E-005 1.540E-005 1.340E-002 1.536E-005 5.250E-008 2.552E-001 6.800E-003 7.606E-006 9.103E-004 
0S15 13:7 330.4 35.09 1.000E+000 2.508E+000 1.123E-008 1.620E+003 2.727E+000 4.420E-005 1.523E-005 1.234E-002 1.518E-005 4.775E-008 2.550E-001 6.200E-003 7.579E-006 6.303E-004 
